source,date,uka_code,code,site,pm10,pm10_capture,pm2.5,pm2.5_capture,latitude,longitude,site_type
aurn,2018-02-01T00:00:00Z,UKA00213,NEWC,Newcastle Centre,10.283694,0.894345,6.35025,0.894345,54.97825,-1.610528,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00549,NO12,Norwich Lakenfields,13.880698,0.639881,9.490037,0.806548,52.614823,1.302686,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00274,NOTT,Nottingham Centre,17.393981,0.964286,10.395089,1,52.95473,-1.146447,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00632,NTN4,Northampton Spring Park,NA,NA,11.093023,0.895833,52.272257,-0.916605,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00618,NWBV,Nottingham Western Boulevard,18.262538,0.985119,NA,NA,52.969377,-1.188851,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00518,OX8,Oxford St Ebbes,12.890746,0.997024,11.403828,0.971726,51.744806,-1.260278,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00323,PEMB,Narberth,13.210684,0.891369,NA,NA,51.782616,-4.69237,Rural Background
aurn,2018-02-01T00:00:00Z,UKA00360,PLYM,Plymouth Centre,15.826488,1,9.626826,0.998512,50.37167,-4.142361,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00421,PMTH,Portsmouth,13.963956,0.80506,13.87381,0.6875,50.82881,-1.068583,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00651,POAR,Portsmouth Anglesea Road,19.996884,0.998512,NA,NA,50.798339,-1.095558,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00408,PRES,Preston,NA,NA,10.085565,1,53.76559,-2.680353,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00501,PT4,Port Talbot Margam,16.195281,0.81994,10.212162,0.770833,51.58395,-3.770822,Urban Industrial
aurn,2018-02-01T00:00:00Z,UKA00462,REA1,Reading New Town,13.341114,0.988095,9.547068,0.989583,51.45309,-0.944067,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00620,REA5,Reading London Road,18.337931,0.995536,NA,NA,51.454896,-0.940382,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00251,ROCH,Rochester Stoke,16.203125,1,8.636336,0.991071,51.45617,0.634889,Rural Background
aurn,2018-02-01T00:00:00Z,UKA00613,SA33,Southampton A33,19.161486,0.880952,NA,NA,50.920265,-1.463484,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00569,SASH,Saltash Callington Road,18.411782,1,10.011659,0.995536,50.411463,-4.227678,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00381,SCN2,Scunthorpe Town,16.979403,0.997024,NA,NA,53.58634,-0.636811,Urban Industrial
aurn,2018-02-01T00:00:00Z,UKA00533,SDY,Sandy Roadside,19.00994,0.988095,15.840206,0.577381,52.132417,-0.300306,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00409,SEND,Southend-on-Sea,NA,NA,12.135565,1,51.544166,0.678331,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00622,SHBR,Sheffield Barnsley Road,NA,NA,12.240214,0.83631,53.40495,-1.455815,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00575,SHDG,Sheffield Devonshire Green,15.893161,0.979167,10.236529,0.979167,53.378622,-1.478096,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00627,SHLW,St Helens Linkway,21.091729,0.989583,NA,NA,53.451826,-2.742134,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00558,SK5,Southwark A2 Old Kent Road,22.847419,0.922619,NA,NA,51.480499,-0.05955,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00599,SOTR,Stockton-on-Tees A1305 Roadside,NA,NA,8.478595,0.910714,54.565819,-1.3159,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00235,SOUT,Southampton Centre,18.865256,0.84375,10.042667,0.446429,50.908173,-1.395757,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00610,STKR,Stoke-on-Trent A50 Roadside,21.866021,0.998512,NA,NA,52.980436,-2.111898,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00337,STOK,Stoke-on-Trent Centre,NA,NA,10.999784,0.688988,53.02821,-2.175133,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00484,SUN2,Sunderland Silksworth,NA,NA,5.815709,0.880952,54.88361,-1.406878,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00497,SWA1,Swansea Roadside,18.440783,0.848214,11.833333,0.848214,51.632696,-3.947374,Urban Traffic
aurn,2018-02-01T00:00:00Z,UKA00572,TED2,London Teddington Bushy Park,NA,NA,11.405988,0.994048,51.425286,-0.345606,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00272,THUR,Thurrock,16.676708,0.849702,NA,NA,51.47707,0.317969,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00406,TRAN,Wirral Tranmere,NA,NA,8.010432,0.998512,53.37287,-3.022722,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00538,WAR,Warrington,NA,NA,9.111343,0.997024,53.389225,-2.615593,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00482,WIG5,Wigan Centre,NA,NA,11.866403,0.938988,53.54914,-2.638139,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00523,YK10,York Bootham,13.777496,0.998512,10.911061,0.982143,53.967513,-1.086514,Urban Background
aurn,2018-02-01T00:00:00Z,UKA00524,YK11,York Fishergate,19.745195,0.991071,10.716042,0.99256,53.951889,-1.075861,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00399,ABD,Aberdeen,21.305424,0.966398,8.511096,0.969086,57.15736,-2.094278,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00451,ACTH,Auchencorth Moss,6.646694,0.995968,5.927027,0.994624,55.79216,-3.2429,Rural Background
aurn,2018-03-01T00:00:00Z,UKA00559,AGRN,Birmingham Acocks Green,NA,NA,10.479004,0.998656,52.437165,-1.829999,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00541,ARM6,Armagh Roadside,22.451377,0.975806,NA,NA,54.353728,-6.654558,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00594,BEL1,Belfast Stockman's Lane,18.772429,0.990591,NA,NA,54.572586,-5.974944,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00212,BEL2,Belfast Centre,18.640463,0.986559,10.038852,0.991935,54.59965,-5.928833,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00238,BEX,London Bexley,NA,NA,14.339113,1,51.46603,0.184806,Suburban Background
aurn,2018-03-01T00:00:00Z,UKA00626,BIRR,Birmingham A4540 Roadside,17.875237,0.99328,15.335685,0.990591,52.476145,-1.874978,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00488,BLC2,Blackpool Marton,NA,NA,10.479139,0.998656,53.80489,-3.007175,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00429,BORN,Bournemouth,NA,NA,12.131973,0.987903,50.73957,-1.826744,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00574,BPLE,Barnstaple A39,15.835532,0.998656,7.306595,0.998656,51.074793,-4.041924,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00631,BR11,Bristol Temple Way,25.056092,0.997312,NA,NA,51.457968,-2.583975,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00494,BRS8,Bristol St Paul's,16.859109,0.995968,12.976923,0.995968,51.462839,-2.584482,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00598,BURW,Bury Whitefield Roadside,18.722446,1,NA,NA,53.559029,-2.293772,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00259,CA1,Camden Kerbside,24.607547,0.997312,14.040646,0.998656,51.544233,-0.175228,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00217,CARD,Cardiff Centre,18.846154,0.961022,10.378898,1,51.48178,-3.17625,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00526,CARL,Carlisle Roadside,21.036192,0.924731,10.09004,0.998656,54.894834,-2.945307,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00553,CHAT,Chatham Roadside,27.774105,0.861559,17.170079,0.853495,51.374264,0.54797,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00614,CHBO,Chilbolton Observatory,12.941363,1,9.30121,1,51.149617,-1.438228,Rural Background
aurn,2018-03-01T00:00:00Z,UKA00624,CHBR,Christchurch Barrack Road,NA,NA,14.385445,0.997312,50.735454,-1.780888,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00604,CHLG,Chesterfield Loundsley Green,17.369512,0.991935,12.366263,1,53.244131,-1.454946,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00515,CHP,Chepstow A48,16.515726,1,10.267564,0.998656,51.638094,-2.678731,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00529,CHS7,Chesterfield Roadside,20.833648,0.854839,13.109163,0.850806,53.231751,-1.456928,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00211,CLL2,London Bloomsbury,21.062041,0.987903,13.029155,0.986559,51.52229,-0.125889,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00592,COAL,Coventry Allesley,NA,NA,16.012769,1,52.411628,-1.560189,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00634,COBR,Coventry Binley Road,22.509543,1,NA,NA,52.407708,-1.490082,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00619,DERR,Derry Rosemount,15.464681,0.97043,11.968209,0.900538,55.002818,-7.331179,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00591,EA8,Ealing Horn Lane,26.664382,1,NA,NA,51.51895,-0.265617,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00535,EAGL,Stockton-on-Tees Eaglescliffe,19.681634,0.896505,12.536873,0.91129,54.516667,-1.358547,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00546,EB,Eastbourne,NA,NA,14.427366,1,50.805778,0.271611,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00339,ECCL,Salford Eccles,20.141263,1,12.467204,1,53.48481,-2.334139,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00454,ED3,Edinburgh St Leonards,12.906317,1,7.074328,1,55.945589,-3.182186,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00602,GHSR,Glasgow High Street,15.8786,0.998656,7.865768,0.997312,55.860936,-4.238214,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00621,GKA8,Greenock A8 Roadside,14.114108,0.998656,7.011966,0.998656,55.944079,-4.734421,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00576,GLKP,Glasgow Townhead,11.515499,0.997312,7.97266,0.90457,55.865782,-4.243631,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00420,GRAN,Grangemouth,13.566891,0.998656,9.199328,1,56.010319,-3.704399,Urban Industrial
aurn,2018-03-01T00:00:00Z,UKA00525,HOPE,Stanford-le-Hope Roadside,17.68437,0.842742,12.593869,0.986559,51.518167,0.439548,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00472,HRL,London Harlington,17.826605,0.998656,12.399555,0.998656,51.48879,-0.441614,Urban Industrial
aurn,2018-03-01T00:00:00Z,UKA00450,HUL2,Hull Freetown,NA,NA,13.978898,1,53.748779999999996,-0.341222,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00600,HULR,Hull Holderness Road,27.142147,0.997312,NA,NA,53.759013,-0.305678,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00253,KC1,London N. Kensington,17.659801,1,12.162537,1,51.52105,-0.213419,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00265,LEAM,Leamington Spa,16.940251,0.965054,12.188124,0.995968,52.28881,-1.533119,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00564,LEAR,Leamington Spa Rugby Road,17.043145,1,14.834409,1,52.294884,-1.542911,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00573,LECU,Leicester University,NA,NA,13.749554,0.903226,52.619904,-1.127182,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00527,LED6,Leeds Headingley Kerbside,25.607392,1,14.887079,0.998656,53.819972,-1.576361,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00222,LEED,Leeds Centre,20.770161,1,14.901346,0.998656,53.80378,-1.546472,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00609,LEIR,Leicester A594 Roadside,27.392793,0.895161,NA,NA,52.638742,-1.124267,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00166,LN,Lough Navar,8.22638,0.998656,NA,NA,54.43951,-7.900328,Rural Background
aurn,2018-03-01T00:00:00Z,UKA00230,LON6,London Eltham,NA,NA,9.23041,0.72043,51.45258,0.070766,Suburban Background
aurn,2018-03-01T00:00:00Z,UKA00247,LVP,Liverpool Speke,15.288575,1,9.77043,1,53.34633,-2.8443329999999998,Urban Industrial
aurn,2018-03-01T00:00:00Z,UKA00248,MAN3,Manchester Piccadilly,NA,NA,11.974777,0.905914,53.48152,-2.237881,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00220,MID,Middlesbrough,18.932322,0.88172,12.711468,0.879032,54.569297,-1.220874,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00315,MY1,London Marylebone Road,27.34966,0.987903,16.902388,0.896505,51.52253,-0.154611,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00528,NCA3,Newcastle Cradlewell Roadside,20.207608,0.990591,NA,NA,54.986405,-1.595362,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00213,NEWC,Newcastle Centre,16.522022,0.97043,10.36727,0.965054,54.97825,-1.610528,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00549,NO12,Norwich Lakenfields,21.171657,0.924731,15.147222,0.967742,52.614823,1.302686,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00274,NOTT,Nottingham Centre,20.294549,0.798387,15.589124,0.889785,52.95473,-1.146447,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00632,NTN4,Northampton Spring Park,NA,NA,15.700809,0.997312,52.272257,-0.916605,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00618,NWBV,Nottingham Western Boulevard,22.82671,0.825269,NA,NA,52.969377,-1.188851,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00518,OX8,Oxford St Ebbes,15.511051,0.997312,13.336757,0.994624,51.744806,-1.260278,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00323,PEMB,Narberth,12.697645,0.97043,NA,NA,51.782616,-4.69237,Rural Background
aurn,2018-03-01T00:00:00Z,UKA00360,PLYM,Plymouth Centre,15.341129,1,8.914785,1,50.37167,-4.142361,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00421,PMTH,Portsmouth,17.145027,1,13.921106,0.802419,50.82881,-1.068583,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00651,POAR,Portsmouth Anglesea Road,21.129679,0.966398,NA,NA,50.798339,-1.095558,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00408,PRES,Preston,NA,NA,12.357392,1,53.76559,-2.680353,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00501,PT4,Port Talbot Margam,18.522568,0.994624,10.184594,0.977151,51.58395,-3.770822,Urban Industrial
aurn,2018-03-01T00:00:00Z,UKA00462,REA1,Reading New Town,17.218676,0.791667,12.842735,0.78629,51.45309,-0.944067,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00620,REA5,Reading London Road,20.892613,0.91129,NA,NA,51.454896,-0.940382,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00251,ROCH,Rochester Stoke,21.720259,0.829301,11.547386,0.822581,51.45617,0.634889,Rural Background
aurn,2018-03-01T00:00:00Z,UKA00613,SA33,Southampton A33,20.440301,0.893817,NA,NA,50.920265,-1.463484,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00569,SASH,Saltash Callington Road,16.155427,0.991935,8.297715,1,50.411463,-4.227678,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00381,SCN2,Scunthorpe Town,26.007258,1,NA,NA,53.58634,-0.636811,Urban Industrial
aurn,2018-03-01T00:00:00Z,UKA00533,SDY,Sandy Roadside,24.036947,0.880376,18.075348,0.965054,52.132417,-0.300306,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00409,SEND,Southend-on-Sea,NA,NA,14.582838,0.994624,51.544166,0.678331,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00622,SHBR,Sheffield Barnsley Road,NA,NA,16.120596,0.991935,53.40495,-1.455815,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00575,SHDG,Sheffield Devonshire Green,20.421264999999998,0.998656,13.788306,1,53.378622,-1.478096,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00627,SHLW,St Helens Linkway,21.212903,1,NA,NA,53.451826,-2.742134,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00558,SK5,Southwark A2 Old Kent Road,25.772446,1,NA,NA,51.480499,-0.05955,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00599,SOTR,Stockton-on-Tees A1305 Roadside,NA,NA,11.740735,0.913978,54.565819,-1.3159,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00235,SOUT,Southampton Centre,19.854926,0.995968,11.961538,0.803763,50.908173,-1.395757,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00610,STKR,Stoke-on-Trent A50 Roadside,24.600542,0.991935,NA,NA,52.980436,-2.111898,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00337,STOK,Stoke-on-Trent Centre,NA,NA,10.58293,1,53.02821,-2.175133,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00484,SUN2,Sunderland Silksworth,NA,NA,10.116618,0.922043,54.88361,-1.406878,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00497,SWA1,Swansea Roadside,17.087142,0.997312,10.128032,0.997312,51.632696,-3.947374,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00572,TED2,London Teddington Bushy Park,NA,NA,14.472086,0.876344,51.425286,-0.345606,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00272,THUR,Thurrock,21.751532,0.965054,NA,NA,51.47707,0.317969,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00406,TRAN,Wirral Tranmere,NA,NA,9.707537,0.998656,53.37287,-3.022722,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00538,WAR,Warrington,13.125187,0.72043,10.663563,0.995968,53.389225,-2.615593,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00482,WIG5,Wigan Centre,NA,NA,12.682289,0.986559,53.54914,-2.638139,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00628,WTHG,Worthing A27 Roadside,NA,NA,13.691792,0.802419,50.832947,-0.379916,Urban Traffic
aurn,2018-03-01T00:00:00Z,UKA00523,YK10,York Bootham,18.52621,1,13.918598,0.997312,53.967513,-1.086514,Urban Background
aurn,2018-03-01T00:00:00Z,UKA00524,YK11,York Fishergate,25.826968,0.802419,15.233657,0.830645,53.951889,-1.075861,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00399,ABD,Aberdeen,17.697214,0.997222,7.595556,1,57.15736,-2.094278,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00451,ACTH,Auchencorth Moss,9.123718,0.866667,6.72003,0.929167,55.79216,-3.2429,Rural Background
aurn,2018-04-01T00:00:00Z,UKA00559,AGRN,Birmingham Acocks Green,NA,NA,10.9675,1,52.437165,-1.829999,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00541,ARM6,Armagh Roadside,20.543333,1,NA,NA,54.353728,-6.654558,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00594,BEL1,Belfast Stockman's Lane,16.739117,0.997222,NA,NA,54.572586,-5.974944,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00212,BEL2,Belfast Centre,18.226565,0.998611,10.660803,1,54.59965,-5.928833,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00238,BEX,London Bexley,NA,NA,16.527816,0.998611,51.46603,0.184806,Suburban Background
aurn,2018-04-01T00:00:00Z,UKA00626,BIRR,Birmingham A4540 Roadside,16.423171,0.911111,14.43665,0.8375,52.476145,-1.874978,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00488,BLC2,Blackpool Marton,NA,NA,9.313529,0.995833,53.80489,-3.007175,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00429,BORN,Bournemouth,NA,NA,13.067335,0.969444,50.73957,-1.826744,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00574,BPLE,Barnstaple A39,NA,NA,8.525694,1,51.074793,-4.041924,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00631,BR11,Bristol Temple Way,24.23305,0.997222,NA,NA,51.457968,-2.583975,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00494,BRS8,Bristol St Paul's,17.003755,0.998611,13.056944,1,51.462839,-2.584482,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00598,BURW,Bury Whitefield Roadside,16.354722,1,NA,NA,53.559029,-2.293772,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00259,CA1,Camden Kerbside,23.310181,0.995833,14.058136,0.998611,51.544233,-0.175228,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00217,CARD,Cardiff Centre,17.245404,0.997222,11.667083,1,51.48178,-3.17625,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00526,CARL,Carlisle Roadside,17.573939,0.916667,8.252851,0.998611,54.894834,-2.945307,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00553,CHAT,Chatham Roadside,29.612065,0.990278,21.069832,0.994444,51.374264,0.54797,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00614,CHBO,Chilbolton Observatory,14.024831,0.995833,11.440962,0.952778,51.149617,-1.438228,Rural Background
aurn,2018-04-01T00:00:00Z,UKA00624,CHBR,Christchurch Barrack Road,NA,NA,14.289106,0.994444,50.735454,-1.780888,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00604,CHLG,Chesterfield Loundsley Green,14.220684,0.893056,10.9875,1,53.244131,-1.454946,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00515,CHP,Chepstow A48,17.453621,0.997222,11.119054,0.998611,51.638094,-2.678731,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00529,CHS7,Chesterfield Roadside,17.685417,1,10.348401,0.998611,53.231751,-1.456928,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00211,CLL2,London Bloomsbury,20.805556,1,13.449028,1,51.52229,-0.125889,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00653,CNPR,Cardiff Newport Road,22.812306,0.994444,NA,NA,51.49096,-3.152305,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00592,COAL,Coventry Allesley,NA,NA,12.08125,1,52.411628,-1.560189,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00634,COBR,Coventry Binley Road,20.884278,0.980556,NA,NA,52.407708,-1.490082,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00619,DERR,Derry Rosemount,12.983611,1,9.75625,1,55.002818,-7.331179,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00591,EA8,Ealing Horn Lane,27.198056,1,NA,NA,51.51895,-0.265617,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00535,EAGL,Stockton-on-Tees Eaglescliffe,21.038208,0.986111,11.712885,0.991667,54.516667,-1.358547,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00546,EB,Eastbourne,NA,NA,17.672991,1,50.805778,0.271611,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00339,ECCL,Salford Eccles,17.980668,0.998611,12.048747,0.997222,53.48481,-2.334139,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00454,ED3,Edinburgh St Leonards,12.539306,1,6.648679,0.998611,55.945589,-3.182186,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00602,GHSR,Glasgow High Street,15.894583,1,7.919028,1,55.860936,-4.238214,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00621,GKA8,Greenock A8 Roadside,16.857751,1,7.901336,1,55.944079,-4.734421,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00576,GLKP,Glasgow Townhead,11.390542,0.998611,6.517647,0.991667,55.865782,-4.243631,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00420,GRAN,Grangemouth,16.398145,0.748611,11.789359,0.952778,56.010319,-3.704399,Urban Industrial
aurn,2018-04-01T00:00:00Z,UKA00525,HOPE,Stanford-le-Hope Roadside,23.034233,0.977778,14.232778,1,51.518167,0.439548,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00435,HORS,London Westminster,NA,NA,18.171071,0.998611,51.49467,-0.131931,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00472,HRL,London Harlington,17.408663,0.973611,11.872896,0.973611,51.48879,-0.441614,Urban Industrial
aurn,2018-04-01T00:00:00Z,UKA00450,HUL2,Hull Freetown,NA,NA,14.18125,1,53.748779999999996,-0.341222,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00600,HULR,Hull Holderness Road,26.758896,0.997222,NA,NA,53.759013,-0.305678,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00253,KC1,London N. Kensington,16.988889,1,11.801279,1,51.52105,-0.213419,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00265,LEAM,Leamington Spa,15.205,1,11.516806,1,52.28881,-1.533119,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00564,LEAR,Leamington Spa Rugby Road,15.749296,0.986111,14.662248,0.963889,52.294884,-1.542911,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00573,LECU,Leicester University,NA,NA,11.827083,1,52.619904,-1.127182,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00527,LED6,Leeds Headingley Kerbside,21.091111,1,12.495251,0.994444,53.819972,-1.576361,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00222,LEED,Leeds Centre,19.171389,1,12.645556,1,53.80378,-1.546472,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00609,LEIR,Leicester A594 Roadside,23.651111,1,NA,NA,52.638742,-1.124267,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00166,LN,Lough Navar,6.867177,0.998611,NA,NA,54.43951,-7.900328,Rural Background
aurn,2018-04-01T00:00:00Z,UKA00230,LON6,London Eltham,NA,NA,14.683188,0.958333,51.45258,0.070766,Suburban Background
aurn,2018-04-01T00:00:00Z,UKA00247,LVP,Liverpool Speke,13.556667,1,9.868333,1,53.34633,-2.8443329999999998,Urban Industrial
aurn,2018-04-01T00:00:00Z,UKA00248,MAN3,Manchester Piccadilly,NA,NA,10.479219,0.995833,53.48152,-2.237881,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00220,MID,Middlesbrough,17.363727,0.976389,11.059666,0.998611,54.569297,-1.220874,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00315,MY1,London Marylebone Road,27.962833,0.990278,18.016899,0.973611,51.52253,-0.154611,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00528,NCA3,Newcastle Cradlewell Roadside,19.549583,0.9875,NA,NA,54.986405,-1.595362,Urban Traffic
aurn,2018-04-01T00:00:00Z,UKA00213,NEWC,Newcastle Centre,15.619436,0.886111,10.155102,0.884722,54.97825,-1.610528,Urban Background
aurn,2018-04-01T00:00:00Z,UKA00549,NO12,Norwich Lakenfields,21.973734,0.877778,14.352017,0.998611,52.614823,1.302686,Urban Background
