source,date,uka_code,code,site,pm10,pm10_capture,pm2.5,pm2.5_capture,latitude,longitude,site_type
aurn,2021-06-01T00:00:00Z,UKA00599,SOTR,Stockton-on-Tees A1305 Roadside,NA,NA,6.113402,0.943056,54.565819,-1.3159,Urban Traffic
aurn,2021-06-01T00:00:00Z,UKA00235,SOUT,Southampton Centre,11.892214,0.994444,7.717862,0.994444,50.908173,-1.395757,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00610,STKR,Stoke-on-Trent A50 Roadside,17.713667,0.991667,NA,NA,52.980436,-2.111898,Urban Traffic
aurn,2021-06-01T00:00:00Z,UKA00337,STOK,Stoke-on-Trent Centre,13.302257000000001,1,7.535342,1,53.02821,-2.175133,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00484,SUN2,Sunderland Silksworth,9.476667,1,5.255721,1,54.88361,-1.406878,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00497,SWA1,Swansea Roadside,14.267553,0.708333,7.633333,0.604167,51.632696,-3.947374,Urban Traffic
aurn,2021-06-01T00:00:00Z,UKA00572,TED2,London Teddington Bushy Park,12.029097,1,7.59984,1,51.425286,-0.345606,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00272,THUR,Thurrock,17.959478,0.997222,NA,NA,51.47707,0.317969,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00406,TRAN,Wirral Tranmere,9.680046,1,5.793404,1,53.37287,-3.022722,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00538,WAR,Warrington,10.750161,0.990278,8.174581,0.994444,53.389225,-2.615593,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00482,WIG5,Wigan Centre,11.014688,1,6.378203,1,53.54914,-2.638139,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00440,WREX,Wrexham,11.078669,1,6.585074,1,53.042282,-3.002829,Urban Traffic
aurn,2021-06-01T00:00:00Z,UKA00628,WTHG,Worthing A27 Roadside,NA,NA,8.341259,0.993056,50.832947,-0.379916,Urban Traffic
aurn,2021-06-01T00:00:00Z,UKA00523,YK10,York Bootham,12.353847,0.993056,7.722378,0.993056,53.967513,-1.086514,Urban Background
aurn,2021-06-01T00:00:00Z,UKA00524,YK11,York Fishergate,15.251386,0.994444,8.860056,0.994444,53.951889,-1.075861,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00399,ABD,Aberdeen,12.270323,0.998656,6.590055,0.998656,57.15736,-2.094278,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00451,ACTH,Auchencorth Moss,7.540418,0.995968,4.668323,0.995968,55.79216,-3.2429,Rural Background
aurn,2021-07-01T00:00:00Z,UKA00559,AGRN,Birmingham Acocks Green,13.146505,1,7.791863,1,52.437165,-1.829999,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00541,ARM6,Armagh Roadside,14.131488,0.998656,NA,NA,54.353728,-6.654558,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00594,BEL1,Belfast Stockman's Lane,17.642916,0.997312,NA,NA,54.572586,-5.974944,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00212,BEL2,Belfast Centre,13.286458,1,7.382359,1,54.59965,-5.928833,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00238,BEX,London Bexley,14.839136,0.995968,8.941548,0.995968,51.46603,0.184806,Suburban Background
aurn,2021-07-01T00:00:00Z,UKA00626,BIRR,Birmingham A4540 Roadside,14.805544,1,8.420321,1,52.476145,-1.874978,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00488,BLC2,Blackpool Marton,10.898587,0.998656,6.668905,0.998656,53.80489,-3.007175,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00655,BMLD,Birmingham Ladywood,14.089415,1,8.0616,1,52.481346,-1.918235,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00429,BORN,Bournemouth,NA,NA,9.346667,0.907258,50.73957,-1.826744,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00574,BPLE,Barnstaple A39,12.054061,0.997312,8.197297,0.994624,51.074793,-4.041924,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00631,BR11,Bristol Temple Way,18.202574,0.831989,NA,NA,51.457968,-2.583975,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00494,BRS8,Bristol St Paul's,16.228067,0.888441,8.467474,0.888441,51.462839,-2.584482,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00483,BRT3,Brighton Preston Park,NA,NA,12.783217,0.384409,50.840836,-0.147572,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00598,BURW,Bury Whitefield Roadside,15.312854,0.825269,NA,NA,53.559029,-2.293772,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00259,CA1,Camden Kerbside,12.186181,0.534946,8.44048,0.896505,51.544233,-0.175228,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00217,CARD,Cardiff Centre,13.848867,0.826613,8.045381,0.829301,51.48178,-3.17625,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00553,CHAT,Chatham Roadside,15.497116,0.99328,12.568336,0.99328,51.374264,0.54797,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00614,CHBO,Chilbolton Observatory,12.280758,0.961022,6.497574,0.961022,51.149617,-1.438228,Rural Background
aurn,2021-07-01T00:00:00Z,UKA00624,CHBR,Christchurch Barrack Road,NA,NA,13.098592,0.954301,50.735454,-1.780888,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00604,CHLG,Chesterfield Loundsley Green,11.696976,1,6.645739,1,53.244131,-1.454946,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00515,CHP,Chepstow A48,13.576911,0.829301,8.034646,0.853495,51.638094,-2.678731,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00529,CHS7,Chesterfield Roadside,12.340927,1,6.966705,1,53.231751,-1.456928,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00211,CLL2,London Bloomsbury,16.62192,0.870968,NA,NA,51.52229,-0.125889,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00653,CNPR,Cardiff Newport Road,16.526369,0.836022,NA,NA,51.49096,-3.152305,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00592,COAL,Coventry Allesley,13.70092,0.998656,7.758386,0.998656,52.411628,-1.560189,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00634,COBR,Coventry Binley Road,17.272944,0.995968,NA,NA,52.407708,-1.490082,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00619,DERR,Derry Rosemount,15.730049,0.997312,6.703654,0.99328,55.002818,-7.331179,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00591,EA8,Ealing Horn Lane,23.463104,0.592742,NA,NA,51.51895,-0.265617,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00535,EAGL,Stockton-on-Tees Eaglescliffe,15.713627,0.831989,9.304569,0.794355,54.516667,-1.358547,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00546,EB,Eastbourne,12.356898,0.998656,7.591958,0.998656,50.805778,0.271611,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00339,ECCL,Salford Eccles,14.836967,0.998656,8.638691,0.998656,53.48481,-2.334139,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00454,ED3,Edinburgh St Leonards,10.680699,0.965054,6.440566,0.965054,55.945589,-3.182186,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00602,GHSR,Glasgow High Street,9.998387,1,5.645818,1,55.860936,-4.238214,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00621,GKA8,Greenock A8 Roadside,10.994898,0.987903,6.110376,0.987903,55.944079,-4.734421,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00576,GLKP,Glasgow Townhead,9.708266,1,5.672129,1,55.865782,-4.243631,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00420,GRAN,Grangemouth,7.698811,0.885753,5.72211,0.662634,56.010319,-3.704399,Urban Industrial
aurn,2021-07-01T00:00:00Z,UKA00525,HOPE,Stanford-le-Hope Roadside,20.109165,0.638441,16.432852,0.744624,51.518167,0.439548,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00435,HORS,London Westminster,NA,NA,9.802306,0.81586,51.49467,-0.131931,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00656,HP1,London Honor Oak Park,14.161104,0.998656,8.678772,0.998656,51.449674,-0.037418,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00472,HRL,London Harlington,14.10007,0.969086,8.216939,0.969086,51.48879,-0.441614,Urban Industrial
aurn,2021-07-01T00:00:00Z,UKA00450,HUL2,Hull Freetown,15.209879,1,9.00164,1,53.748779999999996,-0.341222,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00600,HULR,Hull Holderness Road,21.906575,0.823925,NA,NA,53.759013,-0.305678,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00434,INV2,Inverness,9.112602,0.989247,5.281053,0.989247,57.481308,-4.241451,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00253,KC1,London N. Kensington,13.459838,0.997312,8.198044,0.997312,51.52105,-0.213419,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00265,LEAM,Leamington Spa,12.172211,1,6.946638,1,52.28881,-1.533119,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00564,LEAR,Leamington Spa Rugby Road,11.378931,1,6.669641,1,52.294884,-1.542911,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00573,LECU,Leicester University,13.379515,0.997312,7.52317,0.997312,52.619904,-1.127182,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00527,LED6,Leeds Headingley Kerbside,18.518833,0.887097,10.833841,0.88172,53.819972,-1.576361,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00222,LEED,Leeds Centre,14.037955,0.995968,8.022242,0.995968,53.80378,-1.546472,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00609,LEIR,Leicester A594 Roadside,16.429306,0.997312,NA,NA,52.638742,-1.124267,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00166,LN,Lough Navar,7.266543,0.998656,4.163245,0.998656,54.43951,-7.900328,Rural Background
aurn,2021-07-01T00:00:00Z,UKA00230,LON6,London Eltham,12.495957,0.997312,7.777074,0.997312,51.45258,0.070766,Suburban Background
aurn,2021-07-01T00:00:00Z,UKA00248,MAN3,Manchester Piccadilly,15.824597,1,8.728923,1,53.48152,-2.237881,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00220,MID,Middlesbrough,18.852569,0.834677,7.618812,0.814516,54.569297,-1.220874,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00315,MY1,London Marylebone Road,14.083761,0.314516,12.800227,0.591398,51.52253,-0.154611,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00528,NCA3,Newcastle Cradlewell Roadside,13.559063,0.764785,NA,NA,54.986405,-1.595362,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00213,NEWC,Newcastle Centre,17.099416,0.782258,9.041391,0.811828,54.97825,-1.610528,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00549,NO12,Norwich Lakenfields,12.59391,0.733871,7.526855,0.733871,52.614823,1.302686,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00274,NOTT,Nottingham Centre,12.948488,1,7.702373,1,52.95473,-1.146447,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00380,NPT3,Newport,11.900135,0.994624,6.645669,0.994624,51.601203,-2.977281,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00632,NTN4,Northampton Spring Park,NA,NA,10.75,0.994624,52.272257,-0.916605,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00618,NWBV,Nottingham Western Boulevard,16.188753,0.99328,NA,NA,52.969377,-1.188851,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00518,OX8,Oxford St Ebbes,11.99277,0.994624,6.911478,0.994624,51.744806,-1.260278,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00323,PEMB,Narberth,9.590106,0.969086,5.556279,0.969086,51.782616,-4.69237,Rural Background
aurn,2021-07-01T00:00:00Z,UKA00360,PLYM,Plymouth Centre,12.216297,1,7.051154,1,50.37167,-4.142361,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00421,PMTH,Portsmouth,13.365188,1,7.943961,1,50.82881,-1.068583,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00651,POAR,Portsmouth Anglesea Road,16.005711,0.99328,NA,NA,50.798339,-1.095558,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00408,PRES,Preston,12.943784,1,7.617511,1,53.76559,-2.680353,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00501,PT4,Port Talbot Margam,30.732937,0.86828,9.947368,0.86828,51.58395,-3.770822,Urban Industrial
aurn,2021-07-01T00:00:00Z,UKA00462,REA1,Reading New Town,14.32974,0.875,6.410138,0.875,51.45309,-0.944067,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00620,REA5,Reading London Road,17.796056,0.924731,NA,NA,51.454896,-0.940382,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00251,ROCH,Rochester Stoke,18.149899,1,11.136178,1,51.45617,0.634889,Rural Background
aurn,2021-07-01T00:00:00Z,UKA00613,SA33,Southampton A33,16.055089,0.995968,NA,NA,50.920265,-1.463484,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00569,SASH,Saltash Callington Road,12.387413,0.997312,7.570081,0.997312,50.411463,-4.227678,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00381,SCN2,Scunthorpe Town,21.64938,0.879032,NA,NA,53.58634,-0.636811,Urban Industrial
aurn,2021-07-01T00:00:00Z,UKA00533,SDY,Sandy Roadside,17.350266,0.995968,9.420344,0.858871,52.132417,-0.300306,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00409,SEND,Southend-on-Sea,14.580444,1,9.147525,1,51.544166,0.678331,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00622,SHBR,Sheffield Barnsley Road,NA,NA,4.675701,0.143817,53.40495,-1.455815,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00575,SHDG,Sheffield Devonshire Green,14.136929,1,8.254148,1,53.378622,-1.478096,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00627,SHLW,St Helens Linkway,17.969298,0.899194,NA,NA,53.451826,-2.742134,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00558,SK5,Southwark A2 Old Kent Road,19.316656,0.901882,NA,NA,51.480499,-0.05955,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00599,SOTR,Stockton-on-Tees A1305 Roadside,NA,NA,9.260526,0.510753,54.565819,-1.3159,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00235,SOUT,Southampton Centre,13.574194,1,8.301888,1,50.908173,-1.395757,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00610,STKR,Stoke-on-Trent A50 Roadside,18.455,0.895161,NA,NA,52.980436,-2.111898,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00337,STOK,Stoke-on-Trent Centre,15.263703,0.96371,8.855614,0.96371,53.02821,-2.175133,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00484,SUN2,Sunderland Silksworth,11.686794,0.967742,7.228813,0.967742,54.88361,-1.406878,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00497,SWA1,Swansea Roadside,NA,NA,5.793103,0.116935,51.632696,-3.947374,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00572,TED2,London Teddington Bushy Park,13.026641,0.962366,8.219416,0.962366,51.425286,-0.345606,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00272,THUR,Thurrock,19.59491,0.973118,NA,NA,51.47707,0.317969,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00406,TRAN,Wirral Tranmere,10.999362,1,6.860731,1,53.37287,-3.022722,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00538,WAR,Warrington,11.028855,0.897849,7.646269,0.900538,53.389225,-2.615593,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00482,WIG5,Wigan Centre,12.701075,1,7.568249,1,53.54914,-2.638139,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00440,WREX,Wrexham,12.536167,0.995968,7.271437,0.995968,53.042282,-3.002829,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00628,WTHG,Worthing A27 Roadside,NA,NA,7.881773,0.818548,50.832947,-0.379916,Urban Traffic
aurn,2021-07-01T00:00:00Z,UKA00523,YK10,York Bootham,15.242193,0.754032,8.1,0.751344,53.967513,-1.086514,Urban Background
aurn,2021-07-01T00:00:00Z,UKA00524,YK11,York Fishergate,16.724015,0.830645,9.466126,0.829301,53.951889,-1.075861,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00399,ABD,Aberdeen,11.036889,0.787634,5.598567,0.787634,57.15736,-2.094278,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00451,ACTH,Auchencorth Moss,6.158176,0.998656,3.575175,0.998656,55.79216,-3.2429,Rural Background
aurn,2021-08-01T00:00:00Z,UKA00559,AGRN,Birmingham Acocks Green,9.668312,0.966398,5.864464,0.966398,52.437165,-1.829999,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00541,ARM6,Armagh Roadside,13.358571,0.872312,NA,NA,54.353728,-6.654558,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00594,BEL1,Belfast Stockman's Lane,13.77574,0.834677,NA,NA,54.572586,-5.974944,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00212,BEL2,Belfast Centre,11.413257,0.998656,6.651319,0.998656,54.59965,-5.928833,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00238,BEX,London Bexley,10.329435,1,5.900054,1,51.46603,0.184806,Suburban Background
aurn,2021-08-01T00:00:00Z,UKA00626,BIRR,Birmingham A4540 Roadside,11.226544,0.965054,6.164937,0.965054,52.476145,-1.874978,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00488,BLC2,Blackpool Marton,9.544859,1,5.38036,1,53.80489,-3.007175,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00655,BMLD,Birmingham Ladywood,8.960859,0.99328,5.144945,0.99328,52.481346,-1.918235,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00429,BORN,Bournemouth,NA,NA,8.374183,0.822581,50.73957,-1.826744,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00574,BPLE,Barnstaple A39,9.428947,0.802419,7.678511,0.794355,51.074793,-4.041924,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00631,BR11,Bristol Temple Way,13.760146,0.997312,NA,NA,51.457968,-2.583975,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00494,BRS8,Bristol St Paul's,11.456949,0.96371,6.423358,0.920699,51.462839,-2.584482,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00598,BURW,Bury Whitefield Roadside,11.488497,0.99328,NA,NA,53.559029,-2.293772,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00259,CA1,Camden Kerbside,9.396327,0.987903,5.941565,0.995968,51.544233,-0.175228,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00217,CARD,Cardiff Centre,11.781406,1,7.173387,1,51.48178,-3.17625,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00553,CHAT,Chatham Roadside,13.071076,0.806452,9.028239,0.80914,51.374264,0.54797,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00614,CHBO,Chilbolton Observatory,9.764113,1,4.662095,1,51.149617,-1.438228,Rural Background
aurn,2021-08-01T00:00:00Z,UKA00624,CHBR,Christchurch Barrack Road,NA,NA,10.262561,0.829301,50.735454,-1.780888,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00604,CHLG,Chesterfield Loundsley Green,8.208345,0.997312,4.695312,0.997312,53.244131,-1.454946,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00515,CHP,Chepstow A48,9.703895,0.991935,7.814614,0.99328,51.638094,-2.678731,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00529,CHS7,Chesterfield Roadside,8.771765,0.997312,4.928174,0.997312,53.231751,-1.456928,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00211,CLL2,London Bloomsbury,13.094156,0.998656,NA,NA,51.52229,-0.125889,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00653,CNPR,Cardiff Newport Road,13.590401,0.959677,NA,NA,51.49096,-3.152305,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00592,COAL,Coventry Allesley,9.898486,0.998656,5.481179,0.998656,52.411628,-1.560189,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00634,COBR,Coventry Binley Road,12.98165,0.879032,NA,NA,52.407708,-1.490082,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00619,DERR,Derry Rosemount,10.777095,0.802419,5.822446,0.802419,55.002818,-7.331179,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00591,EA8,Ealing Horn Lane,23.699074,0.430108,NA,NA,51.51895,-0.265617,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00535,EAGL,Stockton-on-Tees Eaglescliffe,11.962601,0.994624,9.012552,0.642473,54.516667,-1.358547,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00546,EB,Eastbourne,9.941429,0.987903,5.585292,0.987903,50.805778,0.271611,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00339,ECCL,Salford Eccles,11.335361,1,6.201788,1,53.48481,-2.334139,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00454,ED3,Edinburgh St Leonards,8.928763,1,4.92768,1,55.945589,-3.182186,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00602,GHSR,Glasgow High Street,9.630058,0.998656,5.173061,0.998656,55.860936,-4.238214,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00621,GKA8,Greenock A8 Roadside,9.973048,0.998656,5.601072,0.998656,55.944079,-4.734421,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00576,GLKP,Glasgow Townhead,8.957728,0.998656,4.994465,0.998656,55.865782,-4.243631,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00420,GRAN,Grangemouth,5.997732,0.071237,6.382632,0.990591,56.010319,-3.704399,Urban Industrial
aurn,2021-08-01T00:00:00Z,UKA00525,HOPE,Stanford-le-Hope Roadside,13.498161,0.897849,8.648936,0.821237,51.518167,0.439548,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00435,HORS,London Westminster,NA,NA,4.086538,0.139785,51.49467,-0.131931,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00656,HP1,London Honor Oak Park,9.693817,1,5.487317,1,51.449674,-0.037418,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00472,HRL,London Harlington,8.972956,0.998656,4.823195,0.998656,51.48879,-0.441614,Urban Industrial
aurn,2021-08-01T00:00:00Z,UKA00450,HUL2,Hull Freetown,11.317912,0.998656,5.72142,0.998656,53.748779999999996,-0.341222,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00600,HULR,Hull Holderness Road,14.985704,0.676075,NA,NA,53.759013,-0.305678,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00434,INV2,Inverness,7.929839,1,4.217689,1,57.481308,-4.241451,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00253,KC1,London N. Kensington,9.603903,0.998656,5.19962,0.998656,51.52105,-0.213419,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00265,LEAM,Leamington Spa,8.647645,0.998656,4.718206,0.998656,52.28881,-1.533119,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00564,LEAR,Leamington Spa Rugby Road,7.876211,0.998656,4.530288,0.998656,52.294884,-1.542911,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00573,LECU,Leicester University,10.459567,0.998656,5.576704,0.998656,52.619904,-1.127182,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00527,LED6,Leeds Headingley Kerbside,14.303458,0.842742,7.48103,0.991935,53.819972,-1.576361,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00222,LEED,Leeds Centre,10.96571,0.971774,5.555175,0.971774,53.80378,-1.546472,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00609,LEIR,Leicester A594 Roadside,13.142398,0.875,NA,NA,52.638742,-1.124267,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00166,LN,Lough Navar,6.71934,0.997312,3.668209,0.997312,54.43951,-7.900328,Rural Background
aurn,2021-08-01T00:00:00Z,UKA00230,LON6,London Eltham,8.440431,0.997312,4.916233,0.997312,51.45258,0.070766,Suburban Background
aurn,2021-08-01T00:00:00Z,UKA00248,MAN3,Manchester Piccadilly,12.702314,0.997312,7.083605,0.997312,53.48152,-2.237881,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00220,MID,Middlesbrough,12.780961,0.995968,5.492558,0.99328,54.569297,-1.220874,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00315,MY1,London Marylebone Road,NA,NA,7.060647,0.997312,51.52253,-0.154611,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00528,NCA3,Newcastle Cradlewell Roadside,11.507156,0.997312,NA,NA,54.986405,-1.595362,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00213,NEWC,Newcastle Centre,13.463166,1,4.893817,1,54.97825,-1.610528,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00549,NO12,Norwich Lakenfields,10.152901,0.995968,5.650268,0.995968,52.614823,1.302686,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00274,NOTT,Nottingham Centre,10.736302,0.995968,5.945881,0.995968,52.95473,-1.146447,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00380,NPT3,Newport,9.039382,1,5.081395,1,51.601203,-2.977281,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00632,NTN4,Northampton Spring Park,NA,NA,6.708763,0.900538,52.272257,-0.916605,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00618,NWBV,Nottingham Western Boulevard,11.328913,0.895161,NA,NA,52.969377,-1.188851,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00518,OX8,Oxford St Ebbes,8.537702,1,4.636101,1,51.744806,-1.260278,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00323,PEMB,Narberth,7.9458,1,4.684032,1,51.782616,-4.69237,Rural Background
aurn,2021-08-01T00:00:00Z,UKA00360,PLYM,Plymouth Centre,10.46891,0.998656,5.903646,0.998656,50.37167,-4.142361,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00421,PMTH,Portsmouth,10.495007,0.995968,5.607374,0.995968,50.82881,-1.068583,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00651,POAR,Portsmouth Anglesea Road,12.344555,0.865591,NA,NA,50.798339,-1.095558,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00408,PRES,Preston,9.762752,0.998656,5.528286,0.998656,53.76559,-2.680353,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00501,PT4,Port Talbot Margam,27.466135,0.956989,7.259511,0.989247,51.58395,-3.770822,Urban Industrial
aurn,2021-08-01T00:00:00Z,UKA00462,REA1,Reading New Town,12.040129,0.955645,4.334294,0.932796,51.45309,-0.944067,Urban Background
aurn,2021-08-01T00:00:00Z,UKA00620,REA5,Reading London Road,13.648392,0.99328,NA,NA,51.454896,-0.940382,Urban Traffic
aurn,2021-08-01T00:00:00Z,UKA00251,ROCH,Rochester Stoke,11.980245,0.997312,6.598354,0.997312,51.45617,0.634889,Rural Background
