source,uka_code,code,site,latitude,longitude,site_type,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01
aurn,UKA00494,BRS8,Bristol St Paul's,51.462839,-2.584482,Urban Background,8.559199,14.610119,18.252759,14.590577,8.015364,8.862571,7.177628,7.101789,7.649784,12.294847,7.316852,7.368237,6.411184,9.65317,13.618231,7.34595,10.91586,9.519413,5.845161,10.471499,8.101406,13.717742,13.550975,23.443526,21.183032,13.860038,9.649731,9.899028,9.84879,8.418129,6.577316,6.415882,8.369359,8.249731,11.825496,9.225641,11.50871,10.935312,12.976923,13.056944,16.392867,10.588951,12.481888,NA,9.292982,10.130552,13.276217,9.86779,12.008548,17.391071,10.229435,20.144306,9.570161,7.710894,6.883465,7.513514,3.357616,6.199593,11.352756,12.307692,12.478807,10.16259,8.688693,14.134266,9.775815,7.630769,7.292035,8.621234,7.806676,5.849593,14.383543,8.630229,8.585843,7.995522,11.561238,9.039052,6.715633,7.649025,8.467474,6.423358,9.520223,7.217742,9.148148,7.638441,14.226563,5.789238,13.200538,9.125541,6.942337,6.97629,5.664168,6.006793,6.017831,6.651822,7.63623,12.62406,9.762058,11.698957,7.162382,9.506259,7.716016,6.862275,NA,3.880952,8.087989,6.345109,8.270423,7.513441,8.508857,5.813584,7.839838,4.504167,7.939435,6.936111,5.540107,7.241135,7.147059,6.890244,12.6375,5.285521,11.353752,13.117293,15.131436,9.265647,7.331081,6.619247,5.572079,6.682003,4.896996,6.157143,6.682961,7.480432
aurn,UKA00259,CA1,Camden Kerbside,51.544233,-0.175228,Urban Traffic,11.546721,15.550492,19.044762,15.194142,9.009812,10.879079,8.777328,11.116716,11.498326,17.36087,9.82337,10.591263,13.144898,12.919871,18.520433,12.135704,16.647715,13.517131,9.906469,11.608142,12.932778,15.64879,16.321489,25.475505,27.879704,21.594087,15.875741,15.315686,15.718378,13.79774,11.144758,12.999356,14.780807,13.462803,16.450765,12.778167,10.014672,11.597917,14.040646,14.058136,15.649671,8.912045,10.217867,7.501325,7.627399,8.822764,13.711189,11.427828,13.412221,18.169001,9.760999,21.974687,9.585755,8.359135,7.500549,8.992475,6.533797,8.699053,11.466856,9.837077,10.999843,6.636511,8.988538,15.158816,9.318673,8.741052,6.430424,10.76897,8.81727,6.01908,13.996797,8.705981,10.18849,9.747305,12.519838,9.253708,8.221716,10.810236,8.44048,5.941565,13.801869,NA,NA,NA,NA,NA,NA,12.216949,9.688679,9.375877,8.681752,9.868027,10.232493,10.242915,9.654062,14.287062,12.045313,13.428786,9.08525,11.874652,9.463946,9.685393,6.99154,7.454407,12.635344,9.294038,10.030598,9.080972,11.249191,8.933718,12.321088,7.96807,12.021622,8.42216,6.991653,9.945799,11.244755,9.583558,14.680168,9.306519,15.872456,17.38088,20.195719,13.184615,11.501351,10.937151,8.782421,9.9809,8.421199,9.87062,11.427171,10.770604
aurn,UKA00217,CARD,Cardiff Centre,51.48178,-3.17625,Urban Background,7.384928,8.373892,17.716517,13.493472,7.8125,8.675139,7.334737,5.514519,7.383056,12.274832,7.724444,8.250067,7.648539,8.461494,12.696883,8.119916,12.030135,10.369167,5.779355,7.837633,5.946341,10.222207,8.49958,17.376012,16.837,11.237612,10.037403,9.247566,10.710484,9.797854,6.153992,5.624697,7.256863,7.5,9.248889,6.95664,10.066442,9.972222,10.378898,11.667083,14.189651,10.206926,4.23,6.926982,7.206667,8.725168,12.505989,9.827957,11.683065,24.576245,11.445811,19.415556,10.733827,8.282292,5.999825,7.441783,4.807725,NA,NA,NA,8.227111,6.017818,7.242857,12.959661,7.26442,5.617722,3.682187,7.298784,6.712752,4.369952,11.958101,6.974394,8.103806,9.171212,12.243572,11.322176,6.909337,7.962396,8.045381,7.173387,7.229955,5.978231,9.115599,9.070652,11.633712,9.834328,16.132254,10.835994,9.333782,9.135565,7.674738,8.913725,7.408926,9.757682,11.289076,14.332432,12.055911,11.270642,8.784211,NA,NA,NA,NA,5.873684,12.435726,6.276836,9.038943,8.658143,9.380376,7.614458,10.086022,7.294854,8.913863,6.92887,5.097297,7.425894,8.27591,6.850606,11.800279,6.510782,10.487055,12.91954,NA,NA,7.821478,7.087866,7.333333,7.504621,5.866481,7.256,6.679167,8.303112
aurn,UKA00526,CARL,Carlisle Roadside,54.894834,-2.945307,Urban Traffic,8.810651,12.289788,14.022511,11.095961,6.221096,7.862483,7.403552,7.684516,9.442878,17.227528,9.724128,9.078151,NA,NA,NA,8.826596,10.598644,9.786072,5.908814,7.200403,8.151494,10.944758,15.036559,13.185349,16.103359,12.054641,10.977628,8.7947,10.485753,5.953056,5.67522,4.54242,6.645694,5.334011,7.577083,9.580654,8.519481,9.881536,10.09004,8.252851,9.526918,10.403119,7.09511,4.858468,5.207163,7.176075,10.910903,12.421217,11.98503,16.135135,8.097595,17.997203,8.47019,9.487465,8.489362,8.476948,9.352174,8.398268,12.16129,10.291105,9.279935,7.272328,9.985075,11.27121,9.825034,9.426778,5.947874,6.400915,6.820768,5.724092,10.143654,8.541779,10.888715,7.202194,10.820225,10.454672,9.514825,10.569072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aurn,UKA00553,CHAT,Chatham Roadside,51.374264,0.54797,Urban Traffic,11.507046,12.264137,18.933962,13.918611,9.301617,10.847893,9.903495,10.703947,9.492907,13.670918,10.759613,10.895296,12.842287,9.383085,NA,11.126358,14.188187,7.773257,5.110025,9.470833,8.237167,10.237889,11.603748,21.397008,22.900672,19.161357,15.235995,14.198915,13.469892,11.295599,11.545061,10.655871,11.316865,11.535135,14.657343,12.266938,14.612162,13.686186,17.170079,21.069832,23.823848,14.243733,14.599725,9.855219,11.531884,11.288227,16.666667,12.732432,15.565986,20.548435,15.182099,25.742657,12.819444,10.055556,10.281046,12.340116,7.766571,10.832168,11.514085,11.536785,12.628378,10.095833,11.660615,21.427914,8.366667,9.020619,5.322011,10.502249,10.393983,6.697135,14.363766,9.916667,11.855372,13.479201,15.98331,12.048747,10.121294,13.30541,12.568336,9.028239,15.815642,11.410569,11.744056,10.033693,13.766532,8.487931,23.683715,15.317992,9.780323,8.908836,8.372549,9.439887,8.756374,9.345479,10.211405,12.606469,10.348083,14.305723,10.170929,12.18663,10.721024,12.147427,7.282862,7.32341,11.956643,7.96206,8.914085,8.39946,10.45283,7.075415,10.475714,5.871716,9.568376,7.247278,5.824742,8.074275,8.188285,7.387838,13.133427,5.960864,10.857939,18.502924,19.11908,12.899576,8.436486,7.155148,5.897929,6.817175,5.370504,6.986053,7.970833,9.257453
aurn,UKA00515,CHP,Chepstow A48,51.638094,-2.678731,Urban Traffic,7.097963,12.141742,16.329515,12.700417,7.590946,8.431572,7.989167,7.758025,7.825278,12.214113,7.815664,7.864354,8.49232,8.071512,12.372653,8.133569,11.721918,14.738667,NA,11.669036,9.307917,12.952554,10.26771,16.595699,17.839731,13.744792,10.840431,9.694722,11.325269,9.363472,7.26541,7.519728,7.802381,7.005277,8.47937,6.452308,8.48652,10.476114,10.267564,11.119054,12.557462,7.22,8.343314,8.626387,10.770186,10.425676,12.723227,9.908284,11.301759,18.452033,11.348649,23.546952,11.810229,12.044568,10.576812,11.023677,9.121339,9.67659,11.958275,12.425101,10.297376,8.953421,11.473613,14.467877,8.292453,6.752448,3.683417,9.568882,9.616216,7.54065,11.364017,8.325236,7.114241,7.970149,11.130081,9.142061,6.354926,8.303738,8.034646,7.814614,10.165862,5.980583,8.289106,8.06412,13.242921,6.542729,15.372813,8.274756,8.582773,7.371148,6.575707,7.286685,6.411017,7.983784,9.362238,12.820755,9.901173,11.785075,8.400815,10.203343,9.004065,8.09454,5.272508,5.569919,8.703487,7.101695,8.012535,6.845013,7.068429,5.289209,9.704615,6.369231,8.094467,6.255618,4.797297,6.349185,6.661041,5.907008,11.145251,6.112466,11.784314,14.120664,14.136671,9.630528,7.090287,6.176471,4.559271,7.683784,6.267782,8.42915,7.662953,8.470748
aurn,UKA00529,CHS7,Chesterfield Roadside,53.231751,-1.456928,Urban Traffic,11.100416,13.067,15.742049,12.007232,6.614113,8.214266,6.579525,6.87248,9.581667,15.052875,10.56569,9.745602,11.83381,10.522542,14.260324,9.865682,14.011333,9.794853,5.738839,7.083875,9.191713,10.487752,13.858824,18.831629,18.676406,15.603743,10.842608,10.241806,11.982773,6.496111,6.228142,5.821302,5.679138,4.207278,6.017159,4.966757,7.745935,8.394607,13.109163,10.348401,12.459677,9.933624,8.839322,5.059623,5.654393,8.712955,14.961806,11.633526,10.146591,16.59133,7.695693,18.168073,7.886927,6.460641,4.646721,5.38485,4.491942,6.084962,11.470827,8.905588,7.691059,6.258984,9.223922,10.345626,6.334126,7.907494,3.173201,6.110734,5.968774,5.483195,14.175273,7.783082,7.991146,10.501089,10.88508,8.456584,5.377253,6.418592,6.966705,4.928174,7.421282,5.124602,6.654868,7.648704,11.22516,5.460173,16.493512,8.875429,5.921071,5.820025,4.56019,5.240467,5.360543,6.301348,8.515694,10.690694,9.120011,10.722421,6.177463,9.702935,7.149647,7.648747,3.841787,3.839973,8.405432,6.738685,7.427777,7.154953,7.457875,6.807331,10.284201,4.824312,9.339438,5.083911,4.238584,6.373659,9.059457,7.362726,12.04558,5.781432,11.836254,13.873701,14.649075,8.730872,6.739088,5.93605,5.435922,6.165671,4.062909,6.902924,6.532586,7.477988
aurn,UKA00211,CLL2,London Bloomsbury,51.52229,-0.125889,Urban Background,13.185349,16.265774,20.620699,12.290147,7.580888,9.943324,8.772879,7.756604,6.99875,12.738896,8.503516,7.363525,6.139901,9.89849,15.576062,9.405702,13.793145,9.646111,8.252156,10.720777,10.613314,13.925976,13.229032,21.317339,23.280808,16.779409,11.245015,10.031111,11.521866,10.237427,7.073856,8.964254,10.225179,7.135484,9.601944,8.646196,10.699135,11.131473,13.029155,13.449028,14.342473,6.813705,9.662742,5.144909,7.154444,8.743145,13.719162,10.329376,12.045781,17.822619,9.954643,22.084167,9.019086,8.298889,7.148182,8.477763,6.069735,8.153774,10.425833,10.050813,10.6311,7.026677,8.816712,15.012535,11.044474,7.556328,6.110119,9.458589,5.757009,5.301887,13.304469,8.241935,9.559939,10.776453,13.875843,11.71727,6.961877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.325513,6.803359,5.588628,7.132065,6.395931,7.024558,8.451204,13.027194,8.94613,11.305814,6.867356,9.474127,7.754868,8.785642,4.755867,4.853806,10.326823,6.675908,7.118903,7.467768,8.068041,5.793458,9.373466,4.921731,8.963029,5.663155,4.825447,6.786133,8.35741,7.456696,18.348617,6.088197,11.399575,14.544931,16.692981,11.194653,7.60705,6.493868,5.408304,6.730855,5.271477,6.425803,6.568297,8.319165
aurn,UKA00592,COAL,Coventry Allesley,52.411628,-1.560189,Urban Background,10.210825,14.823735,17.668286,14.210014,7.565633,8.84854,7.771255,7.755376,9.925434,12.978112,10.536806,9.708602,8.263978,8.265781,13.55973,8.513022,11.86642,9.394089,5.52136,7.6011049999999996,10.016129,10.4469,12.50306,17.320325,18.075169,13.362892,10.735618,10.342671,11.841622,10.140473,9.390726,9.509335,10.742904,9.562903,13.330303,9.812787,12.607876,12.497727,16.012769,12.08125,15.728495,8.577279,8.689302,5.851397,6.242559,6.502805,13.080822,9.097944,12.8949,17.090317,8.49543,21.382579,7.569945,6.110232,5.808083,6.551442,4.892282,6.296973,10.023985,8.694433,8.16003,6.219461,8.512159,10.854963,6.771653,6.579887,3.73315,6.78629,6.718251,4.875438,11.547314,6.636356,7.852569,8.628259,11.274866,8.749782,5.723927,6.632233,7.758386,5.481179,8.129804,5.208549,6.690674,6.724842,11.402598,4.676009,13.899289,7.22762,6.398106,5.822007,5.013746,5.395986,5.262338,5.701806,7.222273,10.405011,8.25494,9.593404,5.671445,9.662349,7.161947,7.814791,4.076211,4.083109,8.015919,5.876612,6.931151,5.497873,6.955895,5.29191,8.415109,4.330749,9.015239,5.211808,4.236836,6.211969,8.526272,6.264089,10.245095,4.305467,10.214492,13.449106,14.013813,9.144756,6.662393,5.547618,5.082456,5.772731,3.953043,5.900973,5.067696,6.316152
aurn,UKA00343,DERY,Derry,55.001225,-7.329115,Urban Background,15.013997,21.593522,15.661156,11.624861,7.333109,6.835618,5.108424,6.226724,9.341813,15.57164,15.749444,13.301619,13.903924,14.453927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aurn,UKA00591,EA8,Ealing Horn Lane,51.51895,-0.265617,Urban Traffic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aurn,UKA00535,EAGL,Stockton-on-Tees Eaglescliffe,54.516667,-1.358547,Urban Traffic,5.050964,11.287289,13.126209,13.840069,6.930352,9.034234,8.364297,10.618299,11.811141,19.737453,9.887288,9.097962,7.896975,7.312355,12.268223,6.594631,12.277143,10.361156,4.998754,5.783,10.16028,8.094481,7.141185,12.41027,14.342551,10.176473,9.76907,6.543808,9.804541,5.440895,5.788065,6.303699,9.391825,7.265884,8.829167,8.076716,10.713324,10.433498,12.536873,11.712885,13.700269,10.088732,7.824561,6.013953,5.99688,7.766804,13.596073,10.572776,9.748656,14.406404,6.357345,14.864525,7.150943,5.437151,5.682497,8.14311,5.707521,6.405995,9.438719,8.636486,6.931267,5.962585,8.836927,9.399441,8.17027,7.859107,4.273026,8.029932,7.597997,8.101266,14.015679,8.188133,7.746289,8.430127,9.110335,9.142857,8.97166,8.122535,9.304569,9.012552,9.420857,7.056834,5.865325,6.815278,8.356923,4.756211,17.382749,9.536723,6.586486,7.15568,6.514901,7.443038,7.147309,7.45614,9.855282,8.605517,8.966154,9.10789,7.898922,11.787265,11.331325,3.368613,4.941985,4.284497,9.914804,7.001529,6.144,5.38295,5.166405,4.765988,8.180055,3.86119,8.084932,4.791111,5.344988,10.45045,10.679612,8.01203,11.482517,5.623129,9.361419,11.878561,11.688679,9.910494,7.567901,6.156863,5.353276,5.19697,5.86338,6.773533,7.385373,6.432638
aurn,UKA00546,EB,Eastbourne,50.805778,0.271611,Urban Background,11.273444,NA,NA,9.776406,8.916758,10.66615,9.434077,8.520705,9.153933,14.406855,9.699028,11.149462,11.365056,10.669041,17.691518,11.788095,14.493108,9.320253,6.19623,NA,NA,17.945339,10.448994,18.998509,19.843194,16.193789,12.878095,12.339306,11.211126,11.010153,7.89449,9.218698,9.000427,7.976197,12.149648,8.985772,10.267804,12.59978,14.427366,17.672991,19.656464,12.014195,13.737664,7.694286,9.467361,10.81531,13.424581,10.774044,13.840851,15.79274,12.848177,20.776026,10.368376,7.135926,6.527114,8.901245,5.735223,7.035241,7.291991,10.50772,10.267273,8.586212,9.341594,15.913979,8.703374,6.798606,4.84938,9.522364,7.052801,5.882777,10.35619,7.159612,8.053976,10.083268,13.571551,9.217247,6.570673,6.793037,7.591958,5.585292,10.090809,6.553614,8.194903,8.403889,12.848468,7.835363,18.15778,9.515335,7.217707,7.130008,5.449498,6.45054,5.783592,6.645074,7.140424,11.440405,7.466601,10.342474,6.951742,8.701882,7.464589,8.380569,5.489144,NA,NA,NA,NA,7.597697,8.721283,6.244689,8.014716,5.263255,8.43887,6.161974,5.147426,6.064973,6.096985,4.924764,9.238911,6.013382,9.541259,12.783987,14.039753,9.42735,6.266763,6.007493,5.756008,5.491602,4.726074,5.026743,5.536275,7.476985
aurn,UKA00339,ECCL,Salford Eccles,53.48481,-2.334139,Urban Background,14.744545,13.364286,16.18473,13.035694,6.821238,8.081337,5.978247,6.356317,9.2625,14.018548,10.855772,8.208447,9.559386,10.695101,12.822372,9.589152,11.807887,9.830885,5.482609,6.130108,8.139191,10.42107,13.178056,16.522162,17.360585,13.68986,11.036102,9.17099,11.073279,7.991667,7.557143,7.447908,9.647844,8.529032,14.470932,12.182904,9.501259,11.51756,12.467204,12.048747,14.583311,14.673611,14.496875,5.285109,4.969065,6.749336,10.54089,8.942899,13.540899,16.083496,8.947464,17.840284,7.05256,5.816225,5.903783,6.446947,5.788021,6.546021,11.16075,9.050902,8.820144,7.850484,10.519988,12.398503,7.860145,8.1932,4.352605,6.206993,7.346075,5.851996,12.063498,8.662225,10.017681,8.85336,12.85579,10.681217,6.890053,7.426654,8.638691,6.201788,9.223111,6.014239,9.727451,9.864046,13.574241,7.125934,18.152905,10.640930000000001,7.49705,7.342305,6.191094,7.171267,6.924687,7.169999,9.620387,15.06251,10.010773,11.160316,6.708538,11.39542,9.26564,9.514058,5.110627,5.156968,10.085994,7.935972,9.713149,7.898851,9.263738,8.082201,11.636186,6.292347,11.826099,7.326942,6.222917,8.534433,9.839826,8.32262,14.639177,7.024399,14.491818,14.894489,16.369353,11.641163,8.354447,8.06512,7.24034,7.918157,5.526064,8.822227,7.385217,7.777439
aurn,UKA00454,ED3,Edinburgh St Leonards,55.945589,-3.182186,Urban Background,9.401144,7.586656,8.148448,6.485535,3.508895,4.6947,4.41522,6.110707,8.33805,9.784792,5.811781,4.565736,6.454848,4.744872,5.993967,5.621757,8.30406,6.804618,4.885546,6.635366,5.156999,6.50121,6.67625,8.095013,9.332167,9.106226,8.825775,6.429583,10.279677,6.560362,7.18972,5.135294,4.988611,3.668471,4.317246,4.765457,5.871209,5.932268,7.074328,6.648679,7.532392,8.348122,6.484951,4.244892,4.070139,5.034543,7.188039,7.225134,7.5021,10.309524,5.374313,13.692929,6.137447,5.749923,5.937144,4.53032,4.182046,3.788372,6.488397,4.192963,3.952939,4.104027,5.31268,6.516535,4.329464,5.12502,2.599434,4.234173,4.140183,3.502151,5.685879,3.877292,3.846468,3.895845,5.519462,6.189195,4.813337,5.147262,6.440566,4.92768,5.649001,2.879779,3.216142,4.745752,4.929353,3.815505,11.861733,5.972344,4.550352,4.161934,3.264774,4.811855,4.09642,3.83456,5.256429,4.816539,3.391834,5.031689,3.710104,6.843941,6.918806,5.852421,3.471718,3.478628,4.523177,4.290468,3.991499,4.338752,4.339577,4.570841,6.837558,3.673233,9.547952,4.416649,NA,4.683197,5.924315,4.874562,6.225457,3.493084,4.983124,7.730342,10.218368,6.756054,5.878466,5.630689,4.912369,5.449066,3.020747,4.731937,3.936888,4.694473
aurn,UKA00602,GHSR,Glasgow High Street,55.860936,-4.238214,Urban Traffic,7.414286,11.890093,10.003397,8.67591,5.858863,6.502368,6.10625,7.102751,9.088956,11.882105,9.094029,7.655607,8.772104,8.451621,8.331875,7.937188,11.294092,8.231094,5.533814,6.632249,5.15065,7.74922,9.465662,9.1833379999999991,10.730433,8.222339,8.034274,5.747566,8.468733,5.074477,5.129335,5.192735,6.318194,5.48583,7.345063,8.878735,8.188479,8.285354,7.865768,7.919028,9.136694,8.990694,6.34942,5.352639,5.405139,6.803629,7.164989,7.365843,7.571007,10.887027,6.008342,12.285001,4.177049,4.084633,4.249649,4.428785,4.727318,4.498553,8.000654,5.380804,5.340777,5.213484,6.19344,6.447942,5.04906,4.818186,3.183499,4.042903,4.53854,3.48517,5.912006,4.954879,5.597538,4.597903,6.52867,6.724608,4.684761,5.462745,5.645818,5.173061,6.812118,3.919073,4.355887,5.948682,6.745567,5.472071,12.479857,5.794016,5.480818,5.042204,3.564816,4.638893,4.313893,4.810831,5.570056,6.28797,4.49806,5.971856,4.30198,6.590599,6.965151,6.320649,3.408916,3.55466,5.937262,4.376289,5.080831,4.717476,5.574999,5.543394,6.623454,3.783558,9.397767,4.410755,3.564069,5.772029,6.722806,5.058744,7.064821,4.709392,5.918757,8.037373,10.168273,6.829233,5.601945,5.747435,4.760417,5.153729,3.593928,5.316688,3.842636,6.045802
aurn,UKA00576,GLKP,Glasgow Townhead,55.865782,-4.243631,Urban Background,4.150952,8.979377,8.846881,8.13915,4.865591,5.64875,5.206423,5.623803,7.123333,9.491935,6.098738,5.352646,6.756013,6.291767,6.646909,5.695972,8.239785,7.140139,5.227843,6.639888,5.067639,6.923118,8.502778,8.641319,11.163554,9.031493,9.039785,6.28,8.694355,5.038333,5.68343,5.805291,6.725275,7.380575,8.427976,9.667038,10.000565,8.932185,7.97266,6.517647,9.868713,8.041262,5.007278,3.74,4.0362730000000004,4.92925,6.762704,7.370935,7.185934,11.674954,5.951662,13.814532,4.391565,4.499821,4.55617,4.80444,4.834499,4.613879,9.100829,5.711279,5.674504,5.017302,5.75512,6.575596,4.958049,4.966411,2.843039,4.176701,4.737047,3.555671,6.115034,5.154178,5.453365,4.5065480000000004,6.180844,6.332343,4.66853,5.156827,5.672129,4.994465,6.540753,3.341874,3.674084,5.785014,6.799023,4.86574,11.799062,5.50171,5.079746,4.853149,3.422703,4.714092,4.647391,4.428615,5.887307,6.414581,4.498482,5.999225,4.077694,6.332638,6.845435,6.634867,3.216969,3.225082,5.4481019999999996,3.930749,4.282545,4.237565,4.960141,5.02807,6.250469,3.450715,9.256383,4.04224,3.323837,5.29106,6.487745,4.780371,6.660011,4.439686,5.557976,7.711624,10.321512,7.502323,6.403962,6.496226,5.520598,5.324124,3.415174,5.171813,4.791096,5.633772
aurn,UKA00420,GRAN,Grangemouth,56.010319,-3.704399,Urban Industrial,7.71214,10.528701,10.673433,9.644068,6.489973,7.908496,7.468398,8.480775,9.905,13.608602,9.23273,9.261677,9.677215,4.931095,5.394831,4.558443,7.26541,6.083569,3.828451,6.267442,4.798611,7.01707,7.922639,8.801887,10.419399,9.522296,9.196505,6.053963,7.977089,3.647814,4.546454,4.339166,5.55879,4.077997,5.257382,6.08835,7.852505,8.23152,9.199328,11.789359,12.796604,9.014739,4.237569,2.196477,2.932679,4.859097,7.444909,8.02969,8.445277,11.006015,6.273342,12.693706,4.163293,5.731742,6.017544,7.646658,7.091164,7.094467,10.781032,7.08502,6.751118,6.557018,7.898678,9.182197,7.825704,5.808605,3.106545,4.668016,5.433616,4.691576,6.455432,5.071525,4.885542,5.227979,5.373134,6.058496,4.181138,5.192469,5.72211,6.382632,6.51622,3.943759,4.436006,6.866216,7.733558,6.107089,13.39427,8.157382,7.850082,NA,5.744921,6.25641,6.358462,6.631965,7.874294,8.456757,5.762053,5.907436,4.183288,6.082287,5.244265,4.681058,2.655523,3.234818,5.06546,5.03252,6.722841,6.374663,6.555398,5.538348,7.476383,5.122563,8.154987,5.127451,4.176471,5.082432,5.71108,5.618403,8.440111,5.272605,7.304212,7.98791,10.002878,7.32028,7.022973,5.848189,3.457055,5.365722,3.658263,5.111413,5.562064,6.672507
aurn,UKA00047,HAR,Harwell,51.571078,-1.325283,Rural Background,7.272781,11.194828,15.037959,12.029494,6.13,6.923581,6.462153,6.724597,6.901667,10.397043,6.2556330000000004,7.282258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aurn,UKA00260,HG1,Haringey Roadside,51.5993,-0.068218,Urban Traffic,14.514382,18.852605,20.323253,17.41958,11.830936,12.574583,11.217742,12.554799,12.256944,19.055827,13.222378,13.336022,15.470056,9.983415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
