source,uka_code,code,site,latitude,longitude,site_type,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01
aurn,UKA00525,HOPE,Stanford-le-Hope Roadside,51.518167,0.439548,Urban Traffic,9.143529,9.767747,16.247705,12.816442,6.997715,8.397775,6.583651,8.438808,8.550694,14.175876,8.590196,8.563723,10.594306,11.674689,17.695983,12.326891,15.900153,10.170932,8.192074,12.68651,10.888126,13.430946,13.828951,21.930946,22.988156,17.127833,14.909595,17.385175,9.191398,7.558832,4.943666,9.353933,7.994143,6.662382,10.407475,7.193197,7.377155,9.031156,12.593869,14.232778,16.139785,7.364345,9.571216,5.984357,7.309597,8.861828,12.274028,9.429945,12.400942,15.475119,42.429508,23.751393,11.315291,8.483916,7.139535,10.977591,6.82493,9.214092,10.321727,9.276049,11.272973,8.596244,12.477733,22.263966,10.886179,11.230447,6.993252,13.427596,11.067797,5.835841,15.849162,8.680593,10.467697,11.330709,15.228571,9.31383,9.394879,12.118384,16.432852,8.648936,15.176529,11.165753,12.617087,11.016216,15.632432,7.168657,24.063514,12.777933,10.221024,10.936242,9.193493,10.178899,10.114846,8.666209,8.892608,18.428044,14.753333,14.508197,7.001395,10.158554,9.54372,11.545455,6.415172,6.518272,12.182451,7.775081,8.868898,7.057873,9.134809,7.002941,10.57085,7.268802,8.05122,7.052925,5.603865,10.509839,11.559201,9.591892,16.515021,7.963514,12.96496,15.260323,20.71525,15.028148,10.42836,9.012535,7.987879,8.829037,6.986765,8.167712,9.345588,9.921098
aurn,UKA00540,HR3,London Harrow Stanmore,51.617333,-0.298777,Urban Background,11.208356,13.36102,19.266457,13.254533,9.20081,10.406667,9.332527,7.56,6.658801,11.841532,8.763472,8.556855,9.655108,9.401299,12.350802,9.966156,12.994197,9.035146,7.725572,8.953383,9.929861,11.890836,11.714644,19.642473,24.774364,14.997405,13.292982,12.62681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aurn,UKA00472,HRL,London Harlington,51.48879,-0.441614,Urban Industrial,13.748291,13.539828,16.427277,12.461794,6.683887,8.118281,7.273698,NA,7.765906,12.042204,8.20904,8.254435,7.950707,8.43007,13.766129,7.773627,10.72896,7.521085,5.161632,7.324717,7.218108,11.539616,10.024115,18.042963,18.725815,13.777099,9.608625,9.576991,9.138028,7.410093,5.325651,6.320294,7.966318,7.879339,9.496131,6.662772,8.717868,10.086723,12.399555,11.872896,13.940226,8.211778,8.57757,4.975834,5.84726,7.93816,12.653704,8.367697,11.298047,15.335641,8.865981,20.311617,7.967051,6.62556,5.95455,6.92747,5.269053,7.723136,9.334738,8.277589,9.170715,6.33268,8.670906,14.518545,7.068343,6.591522,4.299748,8.522959,7.25939,4.526161,11.861353,6.81198,7.679627,8.798462,11.882807,9.277233,5.742509,7.416122,8.216939,4.823195,9.267169,6.040928,7.439182,6.602282,10.976874,4.959371,15.141063,8.507976,6.977093,5.935017,5.188433,6.302735,5.93075,6.362246,6.877164,11.142072,9.252548,11.359555,5.760941,8.782501,7.496253,8.867834,4.343647,4.407483,8.791933,5.754907,6.081285,5.246813,6.836614,4.897539,8.637704,4.385112,8.721441,5.204361,5.625642,6.588071,7.371122,5.616752,10.586203,4.139481,10.626001,16.018105,18.412034,12.201424,7.352584,6.154808,5.240322,5.806913,4.12819,5.14585,5.300174,6.629154
aurn,UKA00450,HUL2,Hull Freetown,53.748779999999996,-0.341222,Urban Background,7.822472,13.890569,16.959778,13.918776,6.929704,8.58146,7.871186,8.319899,8.207083,14.444624,11.58125,10.204167,10.102357,9.44772,13.976119,9.834306,13.081402,10.117246,8.416094,7.624016,11.350487,9.841263,11.500834,18.401482,19.818923,14.014911,10.758065,8.276634,9.647984,8.068875,7.198643,8.160887,9.486944,8.661425,10.874861,9.349462,10.892409,9.075079,13.978898,14.18125,14.976613,8.754798,9.968213,6.933819,7.205444,8.385081,12.519722,10.665457,10.823338,22.535951,9.734324,18.116528,9.643472,8.599028,8.027814,9.777813,6.028037,6.751316,11.142281,9.807688,9.172663,7.157022,9.937844,11.896438,9.121478,8.452752,4.431931,6.769212,7.790977,6.145604,14.178701,8.941389,8.593277,10.523268,10.041263,7.908345,7.282947,6.968778,9.00164,5.72142,10.399347,6.331051,8.586709,8.515231,11.964537,5.931962,21.601197,10.346708,7.549704,7.272304,5.137334,6.924448,6.001175,6.433791,8.909882,10.442766,8.227059,11.1231,6.596699,10.674342,7.600773,7.660244,4.220096,4.161259,9.091231,6.943005,7.645504,6.928538,7.225315,7.096449,11.574299,5.279689,10.870072,5.601077,4.877136,7.462425,9.820925,7.83343,11.429619,6.288985,12.322135,14.970263,16.37097,10.528377,8.200701,7.001961,6.71781,6.827995,5.515287,6.823324,6.802373,7.731569
aurn,UKA00600,HULR,Hull Holderness Road,53.759013,-0.305678,Urban Traffic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8738880000000009,6.490103,13.171209,16.280564,17.451833,10.538597,7.840042,9.088152,6.759351,6.682098,5.515221,6.690627,6.978266,7.66801
aurn,UKA00253,KC1,London N. Kensington,51.52105,-0.213419,Urban Background,16.184627,15.057069,16.377927,12.966295,6.277463,8.380529,6.741912,8.766757,8.344645,13.777267,10.111297,8.337978,11.954201,10.37392,15.446496,9.249374,12.659673,9.259924,7.148629,9.222553,9.296991,13.747709,13.362447,23.115362,24.653679,19.052953,13.178102,11.257224,11.244022,9.72274,7.215419,8.462853,9.435095,8.764651,12.095271,9.126531,8.581485,9.665744,12.162537,11.801279,13.535666,7.186546,7.628875,4.578438,6.259177,7.549197,12.213984,8.855185,11.01597,14.763087,9.370301,20.612045,7.636278,6.589289,5.538289,7.921629,5.14723,8.22977,9.672372,8.887361,9.805583,6.704341,8.778625,13.827886,6.997074,6.344747,4.176979,7.9053,6.985765,5.094582,12.622561,7.516451,8.724165,9.875089,13.339505,10.144793,6.558342,7.631189,8.198044,5.19962,10.280046,7.138901,9.160021,7.745517,14.851725,5.877199,17.735031,9.017463,7.102799,6.516273,5.394846,7.121399,6.214152,7.159316,7.60362,12.303762,10.635881,11.683279,6.575774,9.486935,7.624422,8.839003,4.560829,4.787121,9.233396,6.223516,6.741379,5.961426,7.457044,5.276263,9.384923,4.646114,8.910819,5.600127,4.605241,6.788533,8.040389,7.136618,12.441712,5.878625,13.001779,14.570883,16.303829,10.985893,7.29233,6.220461,5.233013,6.188424,4.501721,5.688169,6.028981,7.267265
aurn,UKA00265,LEAM,Leamington Spa,52.28881,-1.533119,Urban Background,12.983468,18.592397,21.423259,16.444506,10.221803,11.491944,10.707412,11.021769,NA,10.311559,6.967733,6.412921,7.343207,7.112585,13.322616,8.225244,11.347003,8.897483,6.275181,7.543423,10.423529,10.957604,14.214903,18.787887,19.857796,17.423193,10.93252,10.296111,10.71482,10.017942,8.896273,8.930952,9.575559,6.064603,8.941389,7.183627,9.252222,11.003916,12.188124,11.516806,13.251144,8.245112,8.715407,5.852092,7.468028,8.499328,12.793333,9.221265,12.31916,16.005539,9.581536,20.59624,10.345833,6.996756,5.768284,6.489217,5.258898,6.649226,10.219325,8.497698,7.74799,5.731768,7.78137,9.911007,6.095423,5.934084,3.324819,6.16577,6.439131,4.974977,10.268975,6.757673,8.814452,8.415003,11.123434,7.90068,5.262199,5.762317,6.946638,4.718206,7.740652,5.283611,7.439233,6.553872,12.054788,4.780847,14.022772,8.037768,6.505149,6.351834,5.01847,5.267422,5.537088,5.76853,6.627516,10.997077,8.290857,9.540677,5.588276,9.264614,6.980843,7.492332,4.034366,3.884645,7.7859,5.735758,6.866674,5.619665,7.479076,5.236243,8.434849,4.466933,8.223981,5.160234,4.350355,6.348741,8.894362,6.385028,10.686833,4.681971,10.992385,14.07407,14.827601,9.174074,6.803036,5.779078,5.483052,4.057848,NA,3.597499,5.055686,6.70895
aurn,UKA00564,LEAR,Leamington Spa Rugby Road,52.294884,-1.542911,Urban Traffic,11.945143,15.403506,18.846266,15.575562,10.406667,10.8875,9.527989,8.122428,8.559104,11.81496,8.102089,7.61435,8.61653,6.837056,12.929093,7.929817,10.918548,8.336161,5.337382,6.164818,8.511158,9.432973,11.897071,17.985366,18.926016,15.882219,10.391814,9.738042,10.710434,9.011765,8.042339,8.020633,9.258429,9.341263,12.31875,10.570968,12.668641,12.95348,14.834409,14.662248,8.487037,NA,8.77803,9.886927,11.110049,9.409517,12.126806,9.358919,11.788817,15.237258,8.257045,19.780118,10.39325,6.119044,5.485486,6.111558,4.724927,6.129015,9.158154,8.676522,8.382185,6.16257,8.378582,10.820536,6.655376,6.501795,3.641061,6.82107,6.395268,4.230148,10.34746,6.769719,8.004857,8.186968,9.525899,7.959315,4.859873,5.61073,6.669641,4.530288,7.092811,4.889893,6.813958,6.241065,11.260258,4.575139,13.723828,7.808633,6.157844,5.831028,4.804219,4.999639,5.092944,5.534074,6.828941,10.452472,8.276148,9.399366,5.429465,9.12579,6.693924,7.28105,3.891366,3.539331,7.426779,5.604558,6.572135,5.41466,7.083805,5.034668,8.090005,4.300856,8.31181,4.948854,4.2356,6.276638,8.612489,6.096638,10.178511,4.439115,10.208881,13.331181,14.779901,9.249415,6.597492,5.654143,5.215255,6.051587,3.986684,6.024044,4.935543,6.622059
aurn,UKA00573,LECU,Leicester University,52.619904,-1.127182,Urban Background,11.192059,15.745485,18.623045,14.414861,8.299597,9.388611,8.637634,9.282889,11.02936,15.357661,12.369209,10.415094,12.408737,16.387278,15.113437,9.165786,11.66541,9.311127,6.10457,7.355672,10.752786,11.10527,13.628933,17.899462,18.668145,16.188357,10.525169,9.939082,10.425941,8.080111,6.805645,7.00938,10.024675,8.237411,13.045682,8.594737,9.759919,9.101198,13.749554,11.827083,14.718548,9.317361,9.467616,6.586528,8.142222,9.025941,13.472145,9.918817,13.624899,14.840161,11.071507,19.411111,10.206048,9.104722,8.778466,9.313083,7.384263,9.085541,14.497071,8.431984,8.438437,6.642882,8.163905,9.866359,6.710408,6.643207,3.985104,7.092414,7.035862,5.560005,12.430573,7.378428,8.422793,8.882709,10.949083,7.441231,5.849521,6.307546,7.52317,5.576704,8.267512,5.752045,8.012905,6.927048,12.206918,5.261775,15.00994,8.453602,6.606907,6.270105,4.829694,5.428016,5.83856,6.167478,8.089425,10.579045,8.332099,10.439893,6.001794,9.136567,7.154243,7.087686,3.994012,4.05116,8.248871,6.01091,7.325435,5.881953,7.311128,5.355981,8.9712,4.467818,8.879974,5.223062,4.3223,6.483007,9.05189,6.379473,10.480224,4.696395,11.467509,13.956638,15.122366,9.195169,6.469454,5.674911,5.166355,5.916158,4.228111,6.929235,5.398797,6.669388
aurn,UKA00527,LED6,Leeds Headingley Kerbside,53.819972,-1.576361,Urban Traffic,10.987057,8.910667,17.60175,15.366528,8.961247,10.915481,8.626721,9.784677,12.225139,20.791387,12.984979,10.630914,13.506269,12.431358,15.299057,9.525667,12.810326,11.313194,6.427572,7.220188,8.826523,9.886452,10.250084,16.370591,18.876678,14.918328,14.038306,8.196374,11.004711,6.511389,6.781032,6.766846,9.897222,6.696248,10.619638,7.52786,10.235368,11.313472,14.887079,12.495251,13.653091,10.056944,9.441337,6.152401,7.024061,9.042453,17.264903,12.396226,12.008272,21.371945,10.048548,20.415738,12.122849,10.905841,9.344872,10.803275,8.81287,8.992876,13.530501,10.456258,8.244745,7.946521,11.73968,11.419966,7.988522,8.65625,5.605491,7.945578,8.543056,7.332357,15.761111,8.2,7.346361,8.954545,11.187584,9.690278,9.147099,9.370833,10.833841,7.48103,9.954167,6.468371,7.277778,8.908356,11.169355,6.440972,19.911846,9.74965,7.641892,8.745889,8.489731,6.769448,6.683989,10.49328,13.857741,12.799462,NA,6.003663,6.54386,10.684284,8.784946,8.60251,4.855946,5.37062,10.315278,7.301887,9.408647,8.553908,7.090054,8.903716,12.518219,5.807799,10.268817,6.582985,5.750755,8.040486,9.656425,9.184885,15.444909000000001,6.525676,12.669753,14.73565,15.725676,10.705307,9.010855,8.267229,7.403794,8.250725,7.497878,9.187584,12.846583,10.343666
aurn,UKA00222,LEED,Leeds Centre,53.80378,-1.546472,Urban Background,10.812704,13.336607,15.049529,12.920972,6.664603,8.344167,8.380919,9.248248,10.493056,17.4375,12.929155,10.955108,11.141839,9.758707,12.502473,7.474389,10.775242,8.688472,5.443,5.951009,8.417083,8.311559,9.876912,16.282996,17.773393,13.457121,10.873713,8.66993,10.628302,7.278194,6.670978,6.787398,9.902917,7.661104,11.170515,7.696361,10.630966,14.515225,14.901346,12.645556,14.200269,10.748194,10.225113,7.000279,7.361227,9.247767,16.71855,11.691667,9.682143,23.101081,10.033151,20.102639,11.065814,9.431433,9.503655,10.140826,9.124128,10.074159,15.184861,12.011694,10.333782,7.714028,9.831624,9.943174,6.56484,7.435499,3.711508,6.042293,6.764728,5.541627,14.152671,7.560482,7.086849,8.896079,11.180818,8.680623,7.159537,6.708805,8.022242,5.555175,9.118289,6.065163,6.58372,7.748275,10.127488,5.831927,19.635768,9.104554,6.902438,6.287335,5.056999,5.829179,5.79241,7.143973,11.083375,10.551625,9.137539,10.163607,5.757963,9.937671,7.94339,7.371131,4.352952,4.460925,9.521559,7.0447,8.089919,7.762079,6.0333310000000004,7.740922,11.53844,4.898375,10.22377,5.629805,4.70568,7.088307,8.026401,7.39824,12.560035,5.276605,11.733145,13.814071,14.898144,9.433607,6.775267,6.518468,5.649749,6.841467,4.838102,7.033687,8.531896,7.6999
aurn,UKA00166,LN,Lough Navar,54.43951,-7.900328,Rural Background,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.380935,2.755754,3.23833,4.563222,6.569045,4.995064,4.541919,9.117961,4.689574,13.388058,3.752889,3.110217,2.749877,3.418773,3.507825,3.676058,4.970933,4.32575,3.903429,4.34303,4.406933,6.313803,4.209986,3.538603,2.183025,3.585164,3.82589,3.451208,4.711828,3.175413,3.703595,4.802987,5.637354,5.181002,3.057322,4.282298,4.163245,3.668209,4.71736,2.689439,3.164725,5.234535,5.632308,4.667128,7.006912,4.981934,4.043591,3.715868,2.603016,2.996437,3.247557,3.594371,3.68376,4.040485,4.075767,3.981331,2.9952,4.500542,4.344712,6.064477,2.446026,2.728372,3.869856,3.461278,3.564981,3.746908,4.19193,4.096369,5.548745,3.255713,4.762186,3.605262,2.869796,4.198648,5.114833,3.303519,3.920089,3.459844,3.10388,7.474847,6.138123,5.609611,4.226404,4.856765,3.361063,4.558569,2.66366,4.436593,2.781392,4.439257
aurn,UKA00247,LVP,Liverpool Speke,53.34633,-2.8443329999999998,Urban Industrial,8.441544,11.388955,14.409987,11.871389,5.864247,7.358333,5.560695,6.507392,8.533889,13.447984,7.841307,7.686003,10.814021,10.694853,11.216269,9.097361,12.221774,10.787761,5.306759,6.791457,8.053194,10.234097,11.074474,14.235744,15.443497,11.374415,10.182392,7.566992,11.028226,7.244583,7.203846,5.768947,5.90205,6.585349,6.424721,7.34328,9.461014,8.560433,9.77043,9.868333,11.109756,10.182361,8.989744,7.036376,5.72591,6.551351,11.147059,7.316644,10.183784,17.018581,5.835801,18.02193,5.995951,6.775453,6.336676,8.614306,6.356742,6.881242,12.889819,6.501348,5.59584,5.339837,8.327397,10.998609,6.552561,9.023364,3.301349,6.727955,4.509146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.237082,4.978836,8.353436,5.71134,10.884058,5.441358,13.06951,9.134851,6.730458,7.638743,NA,NA,NA,4.993213,7.046742,11.192982,8.163229,7.846341,5.720862,10.162674,8.853297,9.965229,5.532428,5.614555,11.259442,6.733784,7.514685,7.636612,7.396469,6.960305,9.959623,6.824047,10.922619,6.860825,6.39939,7.269663,6.254902,8.774105,13.323404,6.534884,12.214774,11.651261,12.407806,10.341259,8.706595,8.086231,8.110938,8.422611,6.500697,7.961957,6.30703,6.586486
aurn,UKA00248,MAN3,Manchester Piccadilly,53.48152,-2.237881,Urban Background,11.268439,13.638356,15.254891,12.263611,5.64207,8.115833,7.524922,8.51545,10.180113,15.80517,9.335049,6.638836,8.772743,11.455115,13.092613,10.104628,13.815041,17.888095,6.394144,4.542817,6.554008,8.35747,9.537604,14.123752,16.898016,10.898171,8.623913,6.573889,8.706073,4.850351,5.822942,4.804923,7.927132,7.149927,10.44116,10.565985,10.077744,11.00234,11.974777,10.479219,13.602561,13.546025,13.145385,9.111892,8.345213,8.04097,11.672045,9.110676,14.517282,18.95586,9.628243,20.593068,10.377147,9.185278,10.012662,8.210819,6.893137,7.475857,13.787019,9.894851,9.011921,8.107114,10.068354,11.236432,6.854169,7.548478,4.188526,6.435431,7.503562,6.326279,11.476264,8.446212,9.349741,8.115787,11.397515,9.377631,6.861048,7.504793,8.728923,7.083605,9.949913,6.785708,10.222951,10.472945,12.572644,7.287167,16.545581,10.990389,7.254136,6.889179,5.932198,7.090831,7.605868,7.775518,10.747205,14.407297,9.464686,11.02058,6.924249,11.424215,9.041245,9.35404,5.356965,5.625478,9.516415,7.956736,8.005109,NA,NA,NA,7.849368,6.535662,10.535394,6.675838,5.565901,8.042867,9.662775,7.96535,14.075801,8.11488,12.548044,13.716246,15.258861,10.741537,8.068986,7.696692,8.146435,8.102242,5.678788,8.651218,7.9829,8.189543
aurn,UKA00220,MID,Middlesbrough,54.569297,-1.220874,Urban Background,7.956515,14.46873,14.878062,13.815833,7.211798,9.368567,8.771237,9.121096,10.248194,21.425532,NA,8.838475,11.002688,11.325963,15.193252,9.733912,13.275941,11.900709,9.244511,6.322617,6.411313,7.155795,7.145969,13.266218,13.197439,10.877684,9.7337,7.090118,8.911413,4.90306,4.81186,4.072235,6.732633,5.479484,7.108067,6.148318,8.293333,8.521553,12.711468,11.059666,11.552432,8.341226,7.320442,5.042628,5.309063,6.811662,13.07246,9.964919,9.325606,18.003297,7.156183,16.927917,9.933871,8.323194,8.721739,10.642791,8.312687,8.377285,10.469861,8.832705,6.747715,6.758007,8.809404,9.185495,6.763194,7.629371,4.798539,5.077027,5.029703,5.709825,16.835466,10.136449,6.023697,6.708253,6.773585,6.493741,5.516667,5.208092,7.618812,5.492558,8.955307,5.565278,6.683844,7.528455,7.834586,3.412403,15.269444,10.950216,7.621786,7.594972,5.36526,6.730126,6.361804,7.411051,10.083799,9.18663,5.825337,5.708978,4.934548,8.490237,7.022911,8.792835,NA,4.008651,8.49235,6.57989,7.602639,6.802153,6.91194,6.535252,10.146207,5.598326,10.615385,5.163142,5.247331,7.083176,8.71953,7.167568,11.242991,5.921516,9.280201,10.032505,11.224022,7.02507,6.089069,5.139082,5.387838,5.322289,4.99844,5.466207,6.603352,5.689702
aurn,UKA00315,MY1,London Marylebone Road,51.52253,-0.154611,Urban Traffic,16.202644,16.212176,20.11697,17.090548,12.264748,13.90766,14.195937,14.805413,12.855139,18.690726,17.296017,15.681522,15.929625,14.131443,19.197757,14.255372,15.854018,13.632687,11.939279,12.65021,14.616464,14.763255,17.02987,26.36593,25.118835,20.894531,15.975984,12.954735,14.470161,13.708914,11.468362,12.814104,14.325662,14.278533,16.075932,13.422997,14.18081,13.344311,16.902388,18.016899,18.345255,13.083213,15.94996,12.613674,15.510245,15.461345,19.399861,16.624586,16.687781,26.417414,16.12585,25.819401,15.137807,10.961491,8.769498,10.146508,7.54341,9.92192,12.245139,12.187769,11.930636,7.121007,8.450269,13.669832,7.035887,6.985794,5.79345,11.104451,9.602639,6.504575,NA,10.424706,11.314963,10.985414,13.848387,11.36085,9.265903,11.213746,12.800227,7.060647,10.120076,9.608069,11.139971,8.06037,17.284615,9.720403,19.280728,10.569038,9.953662,9.286908,6.941529,8.994437,8.591608,10.487603,11.819218,15.418133,12.987635,16.864179,10.745562,12.962145,10.91475,12.264993,8.939486,9.407092,14.111732,11.03096,10.018813,9.639566,10.740558,10.141618,13.125341,6.977654,11.883901,9.740955,10.236092,11.589474,11.055394,10.486486,14.101824,7.261872,15.034954,16.111446,19.227334,13.337063,9.695535,9.852941,6.261002,6.979647,6.287157,8.468286,9.187215,11.497253
aurn,UKA00213,NEWC,Newcastle Centre,54.97825,-1.610528,Urban Background,7.315059,12.851647,15.135935,5.908333,9.355376,11.751667,NA,NA,7.891615,12.472612,7.466179,7.075826,9.964063,7.987456,12.122554,7.683597,9.735358,8.118667,6.010397,6.375926,8.64663,8.521237,8.106407,13.730283,13.679004,12.010336,10.983622,6.299044,9.303823,5.415822,4.639183,4.787636,5.920063,3.492318,4.00014,4.009946,6.155135,6.35025,10.36727,10.155102,12.123762,7.922778,7.537903,5.772906,6.160409,7.884946,14.769499,11.914785,10.071371,18.594705,8.270207,16.365382,7.706803,5.949808,6.605348,6.918752,6.440535,5.315323,7.345,7.438038,5.587366,6.322153,8.828377,8.24186,7.218035,8.816667,4.116959,7.040115,7.672702,6.155899,10.572254,6.306604,5.461022,7.551607,7.033602,6.962396,6.912399,7.794444,9.041391,4.893817,8.936022,7.102151,5.497914,8.766129,7.097674,4.959565,17.43414,6.878999,4.489906,3.926389,2.726346,4.39021,4.603616,5.893387,8.127143,6.939516,5.2692310000000004,7.849145,6.13172,8.72314,6.92,6.611635,4.18107,4.473364,7.376912,5.631579,5.5375,5.632075,5.363086,5.852123,10.063946,5.464387,8.617568,5.035311,4.571429,6.466667,8.481586,7.902606,9.533803,5.70096,8.74141,10.273952,13.956522,9.327778,7.834232,7.838889,6.296143,7.943307,5.807263,5.794038,7.662953,7.260218
aurn,UKA00549,NO12,Norwich Lakenfields,52.614823,1.302686,Urban Background,13.331984,17.227409,10.257576,14.101528,9.301747,10.32357,10.006601,10.373351,9.381111,15.266129,11.965966,11.276047,8.906098,10.294973,13.958243,10.263328,11.697397,7.402991,4.933079,NA,9.996847,10.000673,10.166938,18.159274,22.013418,19.205419,13.597715000000001,11.969359,11.899462,10.828671,10.001176,7.709494,9.265556,8.468802,11.11,8.746505,8.911559,9.490037,15.147222,14.352017,13.564334,7.309583,6.785606,5.896903,6.838194,8.470121,11.813056,10.349731,13.752624,18.767052,12.337274,19.756362,8.108606,6.522071,6.006155,9.729939,5.223619,6.425486,10.335831,9.488429,10.510129,6.751069,8.531905,11.060513,8.67817,7.160777,4.091061,8.405461,7.258153,5.229625,12.254307,9.524092,9.365686,10.719563,12.78288,8.122052,6.583734,7.727494,7.526855,5.650268,10.678651,7.210353,8.63057,7.614341,13.02545,5.91994,21.195909,9.227697,7.913523,6.656342,5.115567,6.455941,5.625448,6.689335,8.043428,10.089942,6.80976,12.032081,6.521077,10.950536,7.813577,8.629945,4.678412,4.689231,9.590242,6.388745,7.164108,6.060014,7.039393,5.904373,10.68131,4.758951,9.089798,5.591185,5.028339,6.448029,8.261694,6.704605,10.985172,5.51107,10.68112,13.610935,14.66292,8.917194,6.103972,6.135638,5.408753,5.814624,4.270971,5.726203,6.062727,7.255241
aurn,UKA00274,NOTT,Nottingham Centre,52.95473,-1.146447,Urban Background,10.409434,14.563311,18.762714,13.557119,7.846774,8.679443,8.128049,7.866567,9.505007,14.895349,11.166667,9.132661,10.666262,10.227963,15.268324,10.449583,12.921102,10.897075,7.8930110000000004,8.860484,11.362554,11.565188,12.903338,19.138978,19.812518,16.917419,11.520188,10.832222,10.704839,8.649444,8.300672,8.29184,11.185366,9.422207,12.98125,11.109677,11.438005,10.395089,15.589124,11.933033,13.489702,10.088207,7.758482,4.521607,5.757083,7.506138,12.662412,8.961828,12.400539,20.838889000000002,9.484691,17.437222,8.582685,8.049298,7.332874,8.53297,6.719932,8.320182,13.506933,11.549982,10.948417,8.266101,10.084594,11.10646,7.753188,8.005699,4.461971,8.083275,7.738299,6.349183,13.213398,8.548865,9.33966,10.089444,11.643757,8.327742,6.588584,6.721168,7.702373,5.945881,9.915405,6.929393,8.864979,8.999738,13.989487,7.217104,18.230042,9.33113,9.940421,9.730647,8.019534,7.656956,7.911871,8.060797,10.790301,13.798335,11.457502,14.139893,8.221757,12.0053,9.446427,10.935218,7.648514,8.701075,12.893526,9.316583,11.266522,10.134513,10.108269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
